
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];
# ;skandia realräntefond;skandia småbolag sverige;skandia sverige exponering a;skandia time global;skandia usa;skandia världen;spiltan aktiefond småland;spiltan globalfond investmentbolag;spiltan högräntefond;spiltan räntefond sverige;spiltan småbolagsfond;spp generation 40-tal;spp generation 50-tal;spp generation 60-tal;spp generation 70-tal;spp generation 80-tal;storebrand emerging markets a;
2024-07-04;-0,005;-0,008;0,014;;;;0,035;;-0,023;-0,015;0,004;-0,008;-0,005;0,004;0,015;0,017;0,014;
2024-07-05;-0,005;-0,004;0,015;0,024;0,041;0,043;0,035;-0,017;-0,023;-0,015;0,006;-0,007;-0,005;0,004;0,015;0,017;0,014;
2024-07-08;-0,004;-0,003;0,014;0,027;0,043;0,045;0,038;-0,012;-0,023;-0,015;0,011;-0,007;-0,005;0,006;0,017;0,019;0,017;
2024-07-09;-0,005;-0,002;0,012;0,030;0,044;0,046;0,032;-0,014;-0,023;-0,014;0,009;-0,007;-0,005;0,005;0,016;0,018;0,020;
2024-07-10;-0,003;-0,002;0,013;0,030;0,044;0,045;0,030;-0,011;-0,023;-0,014;0,007;-0,006;-0,004;0,007;0,019;0,020;0,019;
2024-07-11;-0,002;0,001;0,017;0,030;0,047;0,047;0,037;-0,007;-0,023;-0,014;0,014;-0,005;-0,003;0,007;0,018;0,020;0,021;
2024-07-12;-0,002;0,011;0,026;0,029;0,051;0,051;0,053;-0,002;-0,022;-0,014;0,028;-0,003;-0,001;0,011;0,024;0,026;0,023;
2024-07-18;;;;;;;;;;;;;;;;;;
2024-07-19;;;;;;;;;;;;;;;;;;
2024-07-22;-0,000;0,015;0,025;0,024;0,059;0,052;0,046;0,005;-0,020;-0,013;0,036;-0,002;0,000;0,012;0,024;0,026;0,016;
2024-07-23;0,000;0,013;0,024;0,028;0,064;0,057;0,046;0,008;-0,020;-0,013;0,034;-0,002;0,001;0,013;0,026;0,028;0,019;
2024-07-24;0,000;0,014;0,021;0,023;0,059;0,052;0,042;0,003;-0,020;-0,013;0,028;-0,003;-0,001;0,008;0,020;0,021;0,017;
2024-07-25;0,000;0,007;0,015;0,014;0,057;0,049;0,037;0,003;-0,020;-0,013;0,022;-0,003;-0,001;0,008;0,018;0,020;0,015;
2024-07-26;;;;;;;;;;;;;;;;;;
2024-07-29;0,001;0,015;0,023;0,021;0,064;0,056;0,040;0,010;-0,020;-0,013;0,028;-0,002;0,000;0,011;0,022;0,024;0,017;
2024-07-30;0,001;0,015;0,024;0,018;0,063;0,055;0,042;0,009;-0,020;-0,013;0,030;-0,002;0,000;0,010;0,021;0,023;0,014;
2024-07-31;0,001;0,015;0,025;0,018;0,059;0,053;0,043;0,008;-0,020;-0,012;0,032;-0,001;0,001;0,012;0,024;0,026;0,016;
2024-08-01;0,002;0,015;0,022;0,022;0,060;0,053;0,034;-0,000;-0,020;-0,012;0,024;-0,003;-0,001;0,007;0,017;0,018;0,016;
2024-08-02;0,004;0,000;0,004;-0,004;0,045;0,035;0,021;-0,016;-0,019;-0,012;0,007;-0,004;-0,003;-0,001;0,005;0,006;0,001;
2024-08-05;;;;;;;;;;;;;;;;;;
2024-08-06;0,003;-0,015;-0,010;-0,017;0,038;0,029;0,012;-0,026;-0,019;-0,011;-0,000;-0,007;-0,006;-0,007;-0,004;-0,003;-0,013;
2024-08-07;0,001;-0,001;0,001;-0,012;0,038;0,031;0,020;-0,027;-0,019;-0,011;0,009;-0,007;-0,007;-0,008;-0,005;-0,004;-0,008;
2024-08-08;0,001;-0,006;-0,001;-0,013;0,037;0,031;0,019;-0,022;-0,019;-0,011;0,006;-0,006;-0,005;-0,003;0,001;0,003;-0,006;
2024-08-09;0,001;-0,000;0,001;-0,010;0,037;0,032;0,022;-0,020;-0,017;-0,011;0,011;-0,005;-0,004;-0,002;0,003;0,004;0,000;
2024-08-12;0,002;-0,000;0,001;-0,006;0,037;0,032;0,022;-0,022;-0,016;-0,011;0,009;-0,005;-0,004;-0,002;0,003;0,005;0,003;
2024-08-13;0,003;0,000;0,003;-0,001;0,041;0,035;0,020;-0,019;-0,016;-0,011;0,007;-0,003;-0,002;0,002;0,008;0,009;0,004;
2024-08-14;;;;;;;;;;;;;;;;;;
2024-08-15;0,001;0,008;0,012;0,010;0,050;0,043;0,028;-0,010;-0,016;-0,011;0,012;-0,002;-0,000;0,006;0,014;0,016;0,006;
2024-08-16;0,002;0,007;0,013;0,013;0,050;0,044;0,026;-0,011;-0,015;-0,011;0,010;-0,001;0,001;0,008;0,017;0,019;0,014;
2024-08-19;0,002;0,008;0,015;0,011;0,047;0,042;0,029;-0,014;-0,015;-0,010;0,013;-0,001;0,000;0,007;0,015;0,017;0,011;
2024-08-20;0,002;0,009;0,015;0,011;0,044;0,040;0,028;-0,018;-0,014;-0,010;0,013;-0,002;-0,001;0,005;0,012;0,014;0,008;
2024-08-21;0,002;0,006;0,013;0,009;0,044;0,040;0,027;-0,016;-0,013;-0,010;0,013;-0,002;-0,000;0,005;0,013;0,014;0,005;
2024-08-22;0,002;0,009;0,017;0,012;0,045;0,041;0,028;-0,015;-0,013;-0,010;0,015;-0,002;-0,000;0,005;0,012;0,014;0,006;
2024-08-27;;;;;;;;;;;;;;;;;;
2024-08-28;0,001;0,013;0,021;0,007;0,046;0,041;0,035;-0,011;-0,012;-0,009;0,024;-0,002;0,000;0,005;0,013;0,015;0,002;
2024-08-29;;;;;;;0,039;-0,008;-0,011;-0,009;0,028;-0,001;0,001;0,007;0,016;0,018;0,004;
2024-08-30;0,000;0,019;0,025;0,012;0,050;0,046;0,041;-0,003;-0,010;-0,009;0,031;-0,000;0,002;0,009;0,018;0,021;0,005;
2024-09-02;-0,001;0,015;0,023;;;;0,039;;-0,010;-0,009;0,028;-0,001;0,001;0,009;0,019;0,021;0,004;
2024-09-03;-0,000;0,013;0,021;0,007;0,049;0,044;0,035;-0,006;-0,010;-0,009;0,023;-0,001;0,001;0,006;0,015;0,017;0,005;
2024-09-04;0,000;0,010;0,015;-0,001;0,048;0,040;0,032;-0,009;-0,009;-0,008;0,020;-0,002;-0,000;0,003;0,010;0,012;-0,004;
2024-10-08;;;;;;;;;;;;;;;;;;
2024-10-09;;;;;;;;;;;;;;;;;;
2024-10-10;;;;;;;;;;;;;;;;;;
2024-10-11;0,001;0,017;0,024;0,020;0,057;0,052;0,028;0,013;-0,005;-0,006;0,010;0,003;0,005;0,017;0,029;0,032;0,038;
2024-10-14;0,001;0,014;0,024;0,027;0,063;0,057;0,027;0,017;-0,005;-0,005;0,011;0,004;0,007;0,019;0,033;0,035;0,039;
2024-10-15;0,002;0,018;0,026;0,028;0,064;0,057;0,027;0,016;-0,004;-0,005;0,014;0,003;0,006;0,017;0,029;0,032;0,034;
2024-10-16;0,003;0,015;0,022;0,024;0,064;0,056;0,025;0,020;-0,004;-0,005;0,011;0,004;0,007;0,019;0,032;0,035;0,036;
2024-10-17;0,003;0,016;0,023;0,030;0,068;0,063;0,027;0,023;-0,006;-0,006;0,011;0,005;0,008;0,021;0,034;0,037;0,035;
2024-10-18;0,003;0,016;0,024;0,033;0,068;0,062;0,029;0,022;-0,007;-0,006;0,014;0,006;0,009;0,022;0,036;0,039;0,043;
2024-10-21;0,002;0,016;0,024;0,034;0,067;0,062;0,025;0,020;-0,007;-0,006;0,010;0,005;0,008;0,021;0,034;0,037;0,041;
2024-10-22;0,001;0,011;0,019;0,034;0,064;0,059;0,026;0,018;-0,007;-0,006;0,008;0,004;0,007;0,020;0,033;0,035;0,038;
2024-10-23;0,002;0,011;0,021;0,036;0,066;0,059;0,029;0,017;-0,007;-0,006;0,009;0,004;0,007;0,019;0,032;0,035;0,041;
2024-10-24;0,002;0,010;0,020;0,034;0,063;0,057;0,030;0,014;-0,007;-0,006;0,010;0,004;0,007;0,019;0,031;0,034;0,037;
2024-10-25;0,002;0,006;0,020;0,039;0,063;0,060;0,035;0,016;-0,007;-0,006;0,015;0,004;0,007;0,019;0,031;0,034;0,036;
2024-10-28;;;;;;;;;;;;;;;;;;
2024-10-29;0,003;0,012;0,025;0,044;0,067;0,063;0,039;0,020;-0,006;-0,006;0,019;0,006;0,009;0,022;0,036;0,039;0,040;
2024-10-30;0,003;0,008;0,020;0,046;0,068;0,063;0,033;0,022;-0,006;-0,006;0,014;0,005;0,008;0,021;0,034;0,036;0,037;
2024-10-31;0,001;0,002;0,013;0,035;0,059;0,055;0,030;0,016;-0,007;-0,006;0,010;0,003;0,006;0,017;0,029;0,031;0,035;
2024-11-01;0,002;0,003;0,015;0,039;0,061;0,060;0,031;0,025;-0,007;-0,005;0,011;0,004;0,006;0,018;0,031;0,033;0,037;
2024-11-04;0,002;0,006;0,017;0,036;0,059;0,058;0,037;0,022;-0,007;-0,005;0,018;0,003;0,006;0,018;0,030;0,033;0,038;
2024-11-05;;;;;;;;;;;;;;;;;;
2024-11-06;0,001;0,002;0,016;0,049;0,078;0,071;0,028;0,038;-0,006;-0,005;0,008;0,006;0,009;0,024;0,040;0,042;0,046;
2024-11-07;0,000;0,008;0,022;0,049;0,074;0,068;0,030;0,033;-0,007;-0,005;0,014;0,005;0,009;0,024;0,039;0,042;0,041;
2024-11-08;;;;;;;;;;;;;;;;;;
2024-11-11;0,002;0,011;0,021;0,052;0,083;0,075;0,033;0,040;-0,006;-0,005;0,018;0,007;0,010;0,027;0,043;0,046;0,042;
2024-11-12;;;;;;;;;;;;;;;;;;
2024-11-13;0,002;-0,003;0,006;0,051;0,084;0,072;0,024;0,042;-0,006;-0,005;0,007;0,006;0,009;0,025;0,040;0,043;0,034;
2024-11-14;0,003;0,001;0,012;0,054;0,086;0,074;0,027;0,044;-0,006;-0,005;0,010;0,006;0,010;0,025;0,040;0,042;0,029;
2024-11-15;;;;;;;;;;;;;;;;;;
2024-11-18;0,002;-0,012;0,003;0,046;0,077;0,064;0,017;0,037;-0,006;-0,005;-0,005;0,005;0,008;0,022;0,037;0,039;0,033;
2024-11-19;0,003;-0,017;-0,002;0,047;0,075;0,064;0,013;0,037;-0,006;-0,005;-0,008;0,005;0,009;0,023;0,037;0,039;0,034;
2024-11-20;0,002;-0,016;0,000;0,050;0,079;0,068;0,009;0,042;-0,006;-0,005;-0,013;0,006;0,009;0,024;0,038;0,041;0,038;
2024-11-21;0,003;-0,018;-0,001;0,049;0,081;0,069;0,010;0,045;-0,006;-0,005;-0,010;0,006;0,010;0,025;0,040;0,043;0,034;
2024-11-22;0,004;-0,009;0,007;0,055;0,090;0,076;0,016;0,046;-0,006;-0,005;-0,003;0,008;0,011;0,027;0,042;0,045;0,036;
2024-11-25;0,005;-0,007;0,007;0,054;0,090;0,075;0,019;0,047;-0,006;-0,005;0,001;0,008;0,012;0,027;0,042;0,045;0,036;
2024-11-26;0,005;-0,008;0,005;0,058;0,092;0,076;0,015;0,048;-0,006;-0,004;-0,001;0,008;0,012;0,027;0,042;0,045;0,035;
2024-11-27;0,006;-0,005;0,005;0,054;0,091;0,074;0,016;0,046;-0,006;-0,004;-0,001;0,008;0,011;0,025;0,039;0,042;0,031;
2024-11-28;;;;;;;;;;;;;;;;;;
2024-11-29;0,007;-0,002;0,008;0,053;0,090;0,074;0,019;0,047;-0,006;-0,004;0,005;0,009;0,012;0,027;0,042;0,044;0,028;
2024-12-02;0,007;0,005;0,015;0,060;0,095;0,080;0,026;0,051;-0,005;-0,004;0,013;0,010;0,014;0,031;0,047;0,050;0,035;
2024-12-03;0,007;0,005;0,018;0,060;0,095;0,081;0,029;0,050;-0,005;-0,004;0,015;0,011;0,015;0,032;0,049;0,052;0,039;
2024-12-04;0,006;0,008;0,022;0,065;0,099;0,084;0,035;0,048;-0,005;-0,004;0,025;0,010;0,014;0,032;0,049;0,052;0,037;
2024-12-05;0,004;0,006;0,022;0,064;0,092;0,080;0,035;0,046;-0,005;-0,004;0,021;0,009;0,013;0,031;0,048;0,050;0,035;
2024-12-06;0,005;0,010;0,024;0,067;0,094;0,083;0,038;0,049;-0,005;-0,004;0,025;0,010;0,014;0,032;0,049;0,052;0,038;
2024-12-09;;;;;;;;;;;;;;;;;;
2024-12-10;0,004;0,009;0,024;0,071;0,095;0,082;0,035;0,048;-0,005;-0,004;0,025;0,009;0,013;0,031;0,048;0,051;0,043;
2024-12-11;0,005;0,011;0,022;0,073;0,097;0,082;0,037;0,052;-0,005;-0,004;0,028;0,010;0,013;0,031;0,049;0,052;0,042;
2024-12-12;;;;;;;;;;;;;;;;;;
2024-12-13;0,003;0,008;0,018;0,074;0,096;0,080;0,029;0,047;-0,005;-0,004;0,023;0,008;0,012;0,029;0,046;0,048;0,042;
2024-12-16;0,003;0,003;0,014;0,070;0,096;0,079;0,027;0,044;-0,005;-0,004;0,022;0,007;0,010;0,027;0,043;0,045;0,036;
2024-12-17;0,003;0,000;0,013;0,071;0,094;0,078;0,026;0,043;-0,005;-0,004;0,021;0,007;0,010;0,026;0,042;0,045;0,034;
2024-12-18;0,003;0,001;0,014;0,072;0,092;0,077;0,028;0,040;-0,005;-0,004;0,026;0,005;0,009;0,023;0,037;0,040;0,036;
2024-12-19;0,001;-0,007;0,003;0,063;0,085;0,071;0,019;0,034;-0,006;-0,004;0,015;0,003;0,006;0,020;0,033;0,036;0,032;
2024-12-20;0,001;-0,008;-0,000;0,058;0,081;0,069;0,019;0,038;-0,006;-0,004;0,018;0,004;0,007;0,021;0,035;0,038;0,029;
2025-02-06;;;;;;;;;;;;;;;;;;
2025-02-18;;;;;;;;;;;;;;;;;;
2025-02-19;-0,002;0,024;0,042;0,077;0,083;0,077;0,043;0,046;-0,001;-0,001;0,041;0,009;0,013;0,032;0,051;0,054;0,043;
2025-02-20;-0,002;0,025;0,044;0,074;0,083;0,076;0,045;0,043;-0,001;-0,001;0,041;0,009;0,013;0,031;0,049;0,052;0,038;
2025-02-21;-0,002;0,023;0,043;0,073;0,078;0,072;0,044;0,042;-0,001;-0,001;0,038;0,008;0,012;0,029;0,046;0,048;0,043;
2025-02-24;-0,002;0,021;0,040;0,065;0,074;0,070;0,041;0,042;-0,001;-0,001;0,035;0,008;0,011;0,028;0,045;0,047;0,040;
2025-02-25;;;;;;;;;;;;;;;;;;
2025-02-26;-0,001;0,022;0,045;0,061;0,072;0,067;0,043;0,042;-0,001;-0,001;0,034;0,009;0,012;0,029;0,046;0,048;0,038;
2025-02-27;-0,000;0,018;0,041;0,058;0,073;0,067;0,037;0,044;-0,000;-0,001;0,028;0,008;0,012;0,027;0,044;0,046;0,038;
2025-02-28;-0,000;0,017;0,039;0,049;0,070;0,063;0,034;0,046;-0,000;-0,001;0,025;0,009;0,012;0,028;0,044;0,047;0,027;
2025-03-03;-0,001;0,021;0,043;0,051;0,070;0,062;0,034;0,037;-0,000;-0,001;0,025;0,007;0,009;0,024;0,038;0,041;0,020;
2025-03-04;-0,001;0,010;0,028;0,035;0,056;0,053;0,023;0,028;-0,000;-0,001;0,012;0,005;0,007;0,019;0,031;0,033;0,018;
2025-03-05;-0,004;0,012;0,033;0,028;0,043;0,041;0,032;0,026;-0,001;-0,001;0,020;0,003;0,006;0,018;0,030;0,032;0,015;
2025-03-06;-0,006;0,007;0,031;0,028;0,039;0,037;0,033;0,027;-0,001;-0,001;0,015;0,001;0,003;0,014;0,026;0,028;0,018;
2025-03-10;;;;;;;;;;;;;;;;;;
2025-03-11;-0,005;-0,003;0,020;0,007;0,021;0,020;0,016;0,004;-0,001;-0,001;-0,004;-0,003;-0,001;0,005;0,011;0,013;0,003;
2025-03-12;;;;;;;;;;;;;;;;;;
2025-03-13;-0,005;-0,004;0,020;0,016;0,024;0,023;0,018;0,010;-0,001;-0,001;-0,004;-0,002;-0,001;0,006;0,014;0,015;0,009;
2025-03-14;;;;;;;;;;;;;;;;;;
2025-03-17;-0,003;0,007;0,026;0,021;0,025;0,025;0,024;0,018;-0,001;-0,001;0,009;-0,001;0,001;0,010;0,019;0,020;0,014;
2025-03-18;;;;;;;;;;;;;;;;;;
2025-03-19;-0,004;0,005;0,027;0,021;0,026;0,027;0,026;0,021;-0,001;-0,001;0,013;-0,001;0,001;0,010;0,021;0,022;0,021;
2025-03-20;-0,004;0,005;0,025;0,028;0,032;0,031;0,024;0,021;-0,001;-0,001;0,011;-0,001;0,001;0,010;0,020;0,021;0,020;
2025-03-21;-0,004;-0,001;0,020;0,022;0,024;0,025;0,017;0,018;-0,001;-0,001;0,004;-0,002;0,000;0,008;0,017;0,019;0,016;
2025-03-24;-0,004;0,000;0,021;0,030;0,033;0,031;0,017;0,021;-0,001;-0,001;0,005;-0,001;0,001;0,010;0,020;0,021;0,017;
2025-03-25;-0,004;-0,002;0,019;0,026;0,030;0,027;0,016;0,020;-0,001;-0,001;0,004;-0,001;0,000;0,009;0,018;0,020;0,011;
2025-03-26;-0,004;-0,004;0,017;0,023;0,030;0,026;0,008;0,019;-0,001;-0,001;-0,005;-0,002;-0,001;0,007;0,015;0,016;0,012;
2025-03-27;-0,004;-0,007;0,013;0,019;0,028;0,025;0,006;0,016;-0,000;-0,001;-0,008;-0,002;-0,001;0,006;0,013;0,014;0,011;
2025-03-28;-0,003;-0,011;0,008;0,006;0,018;0,018;0,002;0,009;-0,000;-0,001;-0,013;-0,003;-0,002;0,002;0,007;0,008;0,006;
2025-03-31;-0,002;-0,015;0,002;-0,004;0,013;0,013;0,003;0,009;-0,000;-0,001;-0,011;-0,004;-0,003;0,001;0,005;0,006;0,000;
2025-04-01;-0,002;-0,009;0,005;0,001;0,016;0,015;0,007;0,010;0,000;-0,001;-0,003;-0,003;-0,002;0,001;0,006;0,007;0,001;
2025-04-02;-0,002;-0,016;-0,003;-0,000;0,013;0,011;0,006;0,009;0,000;-0,001;-0,004;-0,004;-0,003;0,000;0,004;0,005;-0,001;
2025-04-03;-0,001;-0,014;-0,009;-0,025;-0,009;-0,005;-0,005;-0,008;-0,000;-0,001;-0,012;-0,008;-0,008;-0,012;-0,015;-0,015;-0,016;
2025-04-04;0,000;-0,030;-0,028;-0,036;-0,014;-0,011;-0,019;-0,023;-0,001;-0,001;-0,027;-0,008;-0,009;-0,017;-0,024;-0,025;-0,012;
2025-04-07;0,001;-0,047;-0,045;-0,052;-0,031;-0,031;-0,040;-0,033;-0,003;-0,001;-0,045;-0,011;-0,013;-0,025;-0,036;-0,038;-0,040;
2025-04-08;0,000;-0,044;-0,040;-0,031;-0,013;-0,016;-0,030;-0,036;-0,004;-0,001;-0,033;-0,011;-0,013;-0,024;-0,035;-0,037;-0,041;
2025-04-09;0,001;-0,060;-0,056;-0,049;-0,033;-0,033;-0,046;-0,019;-0,006;-0,002;-0,050;-0,008;-0,009;-0,016;-0,023;-0,024;-0,043;
2025-04-10;0,001;-0,041;-0,035;-0,026;-0,014;-0,016;-0,030;-0,027;-0,005;-0,001;-0,030;-0,008;-0,009;-0,017;-0,025;-0,026;-0,037;
2025-04-11;0,003;-0,040;-0,037;-0,031;-0,019;-0,020;-0,032;-0,025;-0,006;-0,002;-0,034;-0,006;-0,007;-0,013;-0,019;-0,020;-0,027;
2025-04-14;0,002;-0,032;-0,027;-0,023;-0,010;-0,013;-0,020;-0,019;-0,006;-0,001;-0,021;-0,006;-0,006;-0,013;-0,019;-0,019;-0,029;
2025-04-15;0,002;-0,019;-0,016;-0,018;-0,006;-0,007;-0,013;-0,013;-0,005;-0,001;-0,009;-0,004;-0,004;-0,008;-0,012;-0,012;-0,020;
2025-04-16;0,002;-0,023;-0,021;-0,031;-0,017;-0,014;-0,017;-0,020;-0,005;-0,001;-0,014;-0,005;-0,006;-0,012;-0,018;-0,018;-0,026;
2025-04-17;0,002;-0,024;-0,022;-0,036;-0,023;-0,020;-0,021;-0,026;-0,005;-0,001;-0,018;-0,007;-0,008;-0,015;-0,022;-0,023;-0,029;
2025-04-22;0,003;-0,025;-0,023;-0,047;-0,035;-0,028;-0,021;-0,025;-0,004;-0,001;-0,019;-0,006;-0,008;-0,016;-0,023;-0,024;-0,031;
2025-04-23;0,001;-0,012;-0,009;-0,023;-0,011;-0,010;-0,012;-0,013;-0,003;-0,001;-0,010;-0,004;-0,005;-0,010;-0,015;-0,015;-0,017;
2025-04-24;;;;;;;;;;;;;;;;;;
2025-04-25;;;;;;;;;;;;;;;;;;
2025-04-28;;;;;;;;;;;;;;;;;;
2025-04-29;0,001;-0,010;-0,008;-0,014;-0,009;-0,008;-0,010;-0,002;-0,001;-0,000;-0,015;-0,002;-0,002;-0,004;-0,006;-0,006;-0,013;
2025-04-30;0,001;0,001;-0,000;-0,019;-0,012;-0,008;-0,002;0,001;-0,001;-0,000;-0,006;-0,001;-0,001;-0,002;-0,002;-0,002;-0,009;
2025-05-02;0,001;0,004;0,004;0,002;0,003;0,001;0,001;0,004;-0,001;-0,000;0,003;0,000;0,000;0,001;0,002;0,003;-0,003;
2025-05-05;0,001;0,004;0,004;0,003;0,003;0,001;0,002;0,002;-0,001;-0,000;0,002;0,000;0,001;0,002;0,003;0,003;0,003;
2025-05-06;;;;;;;;;;;;;;;;;;
2025-05-07;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
