
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[swedbank robur small cap europe a][swedbank robur småbolagsfond europa a];[];[];[];
# ;swedbank robur access asien a;swedbank robur access europa a;swedbank robur access global a;swedbank robur access sverige a;swedbank robur access usa a;swedbank robur aktiefond pension;swedbank robur europafond a;swedbank robur fastighet a;swedbank robur healthcare a;swedbank robur mixfond pension;swedbank robur nordenfond;swedbank robur obligation a;swedbank robur räntefond kort a;swedbank robur small cap europe a;swedbank robur småbolagsfond sverige a;swedbank robur technology a;swedbank robur transfer 50;
2022-02-25;;;;;;;;;;;;;;;;;;
2022-02-28;;;;;;;;;;;;;;;;;;
2022-03-01;;;;;;;;;;;;;;;;;;
2022-05-31;;;;;;;;;;;;;;;;;;
2022-06-07;;;;;;;;;;;;;;;;;;
2022-06-08;;;;;;;;;;;;;;;;;;
2022-06-16;;;;;;;;;;;;;;;;;;
2022-06-28;;;;;;;;;;;;;;;;;;
2022-08-22;;;;;;;;;;;;;;;;;;
2022-08-30;;;;;;;;;;;;;;;;;;
2022-09-30;;;;;;;;;;;;;;;;;;
2022-10-03;;;;;;;;;;;;;;;;;;
2022-10-04;;;;;;;;;;;;;;;;;;
2022-10-05;;;;;;;;;;;;;;;;;;
2022-10-06;-0,063;-0,173;-0,134;-0,135;-0,129;-0,165;;-0,050;0,014;-0,089;-0,148;-0,043;-0,038;-0,017;-0,111;-0,227;-0,068;
2022-10-07;-0,067;-0,179;-0,142;-0,148;-0,139;-0,174;;-0,065;0,010;-0,094;-0,159;-0,044;-0,038;-0,026;-0,126;-0,240;-0,071;
2022-10-10;-0,069;-0,176;-0,141;-0,148;-0,138;-0,173;;-0,064;0,011;-0,093;-0,156;-0,044;-0,038;-0,026;-0,128;-0,248;-0,070;
2022-10-11;-0,079;-0,181;-0,147;-0,152;-0,143;-0,178;;-0,072;0,009;-0,095;-0,159;-0,044;-0,038;-0,034;-0,131;-0,260;-0,072;
2022-10-12;-0,078;-0,181;-0,145;-0,151;-0,140;-0,177;;-0,072;0,014;-0,095;-0,158;-0,044;-0,038;-0,036;-0,132;-0,259;-0,072;
2022-10-13;-0,083;-0,184;-0,151;-0,155;-0,148;-0,183;;-0,079;0,007;-0,097;-0,161;-0,044;-0,038;-0,036;-0,137;-0,272;-0,072;
2022-10-14;-0,079;-0,173;-0,139;-0,140;-0,135;-0,171;;-0,061;0,019;-0,091;-0,149;-0,043;-0,038;-0,024;-0,119;-0,260;-0,069;
2022-10-17;-0,085;-0,169;-0,142;-0,131;-0,138;-0,170;;-0,062;0,017;-0,091;-0,142;-0,042;-0,038;-0,019;-0,112;-0,260;-0,069;
2022-10-18;-0,081;-0,167;-0,138;-0,125;-0,133;-0,166;;-0,057;0,018;-0,090;-0,136;-0,042;-0,038;-0,016;-0,105;-0,258;-0,068;
2022-10-19;-0,086;-0,172;-0,140;-0,132;-0,136;-0,169;;-0,066;0,011;-0,091;-0,140;-0,043;-0,038;-0,025;-0,116;-0,261;-0,069;
2022-10-20;-0,088;-0,171;-0,139;-0,139;-0,135;-0,170;;-0,069;0,009;-0,092;-0,145;-0,044;-0,038;-0,024;-0,119;-0,253;-0,069;
2022-10-21;-0,088;-0,169;-0,138;-0,139;-0,132;-0,169;;-0,073;0,014;-0,092;-0,143;-0,044;-0,037;-0,023;-0,119;-0,252;-0,070;
2022-10-24;-0,102;-0,161;-0,131;-0,131;-0,125;-0,163;;-0,071;0,021;-0,089;-0,134;-0,043;-0,037;-0,014;-0,110;-0,246;-0,067;
2022-10-25;-0,109;-0,162;-0,132;-0,126;-0,126;-0,163;;-0,068;0,019;-0,090;-0,131;-0,042;-0,037;-0,011;-0,102;-0,245;-0,067;
2022-10-26;-0,109;-0,160;-0,133;-0,124;-0,129;-0,164;;-0,063;0,021;-0,090;-0,127;-0,042;-0,037;-0,007;-0,098;-0,252;-0,068;
2022-10-27;-0,106;-0,161;-0,135;-0,122;-0,132;-0,165;;-0,059;0,017;-0,089;-0,127;-0,041;-0,037;-0,009;-0,098;-0,253;-0,067;
2022-10-28;-0,110;-0,161;-0,131;-0,120;-0,127;-0,162;;-0,057;0,020;-0,088;-0,126;-0,041;-0,037;-0,010;-0,095;-0,247;-0,067;
2022-10-31;-0,106;-0,158;-0,125;-0,123;-0,120;-0,159;;-0,052;0,025;-0,087;-0,126;-0,042;-0,037;-0,009;-0,100;-0,243;-0,066;
2022-11-01;-0,096;-0,158;-0,127;-0,119;-0,124;-0,159;;-0,046;0,023;-0,086;-0,123;-0,041;-0,037;-0,007;-0,096;-0,244;-0,065;
2022-11-02;-0,092;-0,158;-0,128;-0,118;-0,125;-0,158;;-0,048;0,028;-0,085;-0,125;-0,041;-0,037;-0,005;-0,096;-0,243;-0,065;
2022-11-03;;;;;;;;;;;;;-0,037;;;;;
2022-11-04;-0,090;-0,155;-0,136;-0,117;-0,136;-0,163;;-0,056;0,022;-0,086;-0,121;-0,041;;-0,011;-0,099;-0,260;-0,066;
2022-11-07;-0,086;-0,156;-0,140;-0,114;-0,141;-0,163;;-0,054;0,018;-0,086;-0,119;-0,041;-0,037;-0,008;-0,095;-0,260;-0,066;
2022-11-08;-0,088;-0,154;-0,138;-0,109;-0,139;-0,161;;-0,057;0,019;-0,085;-0,114;-0,041;-0,037;-0,004;-0,089;-0,253;-0,065;
2022-11-09;-0,085;-0,153;-0,138;-0,108;-0,140;-0,159;;-0,054;0,023;-0,084;-0,113;-0,040;-0,037;-0,006;-0,091;-0,254;-0,065;
2022-11-10;-0,095;-0,141;-0,130;-0,091;-0,132;-0,150;;-0,035;0,027;-0,078;-0,100;-0,038;-0,037;0,008;-0,076;-0,239;-0,061;
2022-11-11;-0,080;-0,144;-0,134;-0,086;-0,137;-0,151;;-0,031;0,012;-0,080;-0,098;-0,039;-0,037;0,011;-0,066;-0,235;-0,063;
2022-11-14;-0,074;-0,139;-0,129;-0,084;-0,133;-0,148;;-0,033;0,016;-0,078;-0,094;-0,038;-0,037;0,015;-0,066;-0,229;-0,061;
2022-11-15;-0,063;-0,138;-0,127;-0,087;-0,130;-0,147;;-0,036;0,014;-0,077;-0,097;-0,038;-0,037;0,015;-0,069;-0,219;-0,060;
2022-11-16;-0,063;-0,140;-0,129;-0,092;-0,133;-0,149;;-0,039;0,016;-0,078;-0,101;-0,037;-0,037;0,007;-0,075;-0,224;-0,060;
2022-11-17;-0,062;-0,139;-0,129;-0,097;-0,133;-0,150;;-0,041;0,017;-0,077;-0,103;-0,037;-0,037;0,010;-0,082;-0,224;-0,061;
2022-11-18;;;;;;;;;;;;;;;;;;
2022-11-21;-0,065;-0,131;-0,121;-0,091;-0,124;-0,143;;-0,034;0,028;-0,074;-0,099;-0,037;-0,037;0,019;-0,077;-0,221;-0,058;
2022-11-22;-0,068;-0,130;-0,120;-0,090;-0,124;-0,142;;-0,034;0,027;-0,073;-0,098;-0,037;-0,037;0,018;-0,079;-0,222;-0,058;
2022-11-23;-0,073;-0,131;-0,121;-0,087;-0,125;-0,142;;-0,039;0,025;-0,075;-0,098;-0,037;-0,037;0,019;-0,077;-0,218;-0,058;
2022-11-24;-0,072;-0,132;;-0,087;;;;;;-0,075;-0,096;-0,035;-0,037;0,021;-0,072;;-0,058;
2022-11-25;-0,071;-0,131;-0,122;-0,086;-0,127;-0,143;;-0,034;0,025;-0,075;-0,095;-0,037;-0,037;0,021;-0,068;-0,220;-0,059;
2022-11-28;-0,077;-0,132;-0,125;-0,089;-0,130;-0,146;;-0,037;0,026;-0,076;-0,097;-0,037;-0,037;0,018;-0,071;-0,225;-0,060;
2022-11-29;;;;;;;;;;;;;;;;;;
2022-11-30;-0,051;-0,128;-0,125;-0,090;-0,131;-0,143;;-0,036;0,031;-0,073;-0,094;-0,037;-0,037;0,019;-0,074;-0,224;-0,058;
2022-12-01;-0,055;-0,126;-0,119;-0,085;-0,123;-0,138;;-0,031;0,032;-0,071;-0,090;-0,034;-0,037;0,027;-0,067;-0,211;-0,056;
2022-12-02;-0,054;-0,126;-0,122;-0,084;-0,127;-0,140;;-0,033;0,032;-0,072;-0,089;-0,035;-0,037;0,027;-0,064;-0,218;-0,057;
2022-12-05;-0,048;-0,129;-0,125;-0,082;-0,131;-0,142;;-0,033;0,028;-0,072;-0,088;-0,035;-0,037;0,021;-0,062;-0,221;-0,058;
2022-12-06;-0,052;-0,129;-0,127;-0,085;-0,134;-0,145;;-0,034;0,028;-0,072;-0,092;-0,034;-0,036;0,017;-0,068;-0,226;-0,057;
2022-12-07;-0,061;-0,132;-0,133;-0,092;-0,141;-0,151;;-0,040;0,027;-0,075;-0,098;-0,034;-0,036;0,013;-0,073;-0,234;-0,058;
2022-12-08;-0,055;-0,133;-0,130;-0,093;-0,137;-0,149;;-0,036;0,029;-0,075;-0,097;-0,033;-0,036;0,012;-0,074;-0,229;-0,057;
2022-12-09;-0,048;-0,129;-0,129;-0,086;-0,136;-0,146;;-0,033;0,031;-0,073;-0,090;-0,033;-0,036;0,017;-0,067;-0,223;-0,056;
2022-12-12;-0,057;-0,132;-0,133;-0,089;-0,140;-0,150;;-0,037;0,027;-0,075;-0,094;-0,033;-0,036;0,015;-0,068;-0,226;-0,057;
2022-12-13;;;;;;;;;;;;;;;;;;
2022-12-14;-0,055;-0,128;-0,128;-0,079;-0,135;-0,143;;-0,023;0,029;-0,072;-0,085;-0,032;-0,036;0,019;-0,056;-0,214;-0,056;
2022-12-15;-0,058;-0,136;-0,137;-0,091;-0,145;-0,153;;-0,030;0,026;-0,077;-0,094;-0,035;-0,036;0,013;-0,066;-0,226;-0,060;
2022-12-16;-0,056;-0,138;-0,138;-0,098;-0,146;-0,154;;-0,041;0,024;-0,079;-0,099;-0,038;-0,036;0,010;-0,074;-0,225;-0,062;
2022-12-19;-0,057;-0,137;-0,140;-0,102;-0,150;-0,157;;-0,048;0,021;-0,079;-0,100;-0,038;-0,036;0,008;-0,080;-0,232;-0,062;
2022-12-20;-0,061;-0,137;-0,142;-0,105;-0,152;-0,158;;-0,054;0,021;-0,081;-0,101;-0,039;-0,036;0,006;-0,084;-0,236;-0,064;
2022-12-21;-0,060;-0,133;-0,138;-0,101;-0,148;-0,155;;-0,045;0,024;-0,079;-0,098;-0,040;-0,036;0,011;-0,082;-0,232;-0,063;
2022-12-22;-0,052;-0,134;-0,138;-0,103;-0,149;-0,155;;-0,045;0,027;-0,079;-0,099;-0,041;-0,036;0,010;-0,085;-0,235;-0,064;
2022-12-23;-0,056;-0,132;-0,138;-0,101;-0,149;-0,155;;-0,043;0,028;-0,078;-0,096;-0,041;;0,013;-0,084;-0,239;-0,064;
2022-12-27;;-0,132;-0,139;-0,099;-0,150;-0,154;;-0,044;0,027;-0,079;-0,095;-0,042;-0,036;;-0,083;-0,243;-0,065;
2022-12-28;-0,055;-0,132;-0,139;-0,099;-0,150;-0,155;;-0,042;0,028;-0,080;-0,096;-0,042;-0,036;0,012;-0,083;-0,245;-0,065;
2022-12-29;-0,055;-0,130;-0,137;-0,096;-0,148;-0,153;;-0,041;0,030;-0,078;-0,093;-0,042;-0,036;0,015;-0,079;-0,240;-0,064;
2022-12-30;-0,056;-0,134;-0,141;-0,099;-0,153;-0,157;;-0,041;0,026;-0,080;-0,095;-0,042;;0,011;-0,079;-0,244;-0,065;
2023-01-02;;;;-0,098;;;;;;;-0,092;-0,041;-0,036;;-0,078;;-0,064;
2023-01-03;-0,046;-0,124;-0,133;-0,093;-0,145;-0,149;;-0,030;0,033;-0,074;-0,088;-0,040;-0,036;0,021;-0,073;-0,233;-0,062;
2023-01-04;-0,040;-0,118;-0,132;-0,090;-0,144;-0,147;;-0,025;0,031;-0,072;-0,086;-0,038;-0,036;0,023;-0,076;-0,235;-0,060;
2023-01-05;-0,031;-0,114;-0,129;-0,086;-0,142;-0,143;;-0,025;0,033;-0,069;-0,085;-0,038;-0,036;0,027;-0,074;-0,234;-0,059;
2023-01-09;-0,030;-0,109;-0,126;-0,077;-0,139;-0,138;;-0,023;0,028;-0,067;-0,077;-0,038;-0,036;0,028;-0,067;-0,224;-0,058;
2023-01-10;-0,031;-0,110;-0,129;-0,077;-0,142;-0,140;;-0,022;0,026;-0,067;-0,080;-0,037;-0,036;0,027;-0,066;-0,227;-0,058;
2023-01-11;-0,028;-0,104;-0,122;-0,071;-0,135;-0,134;;-0,010;0,028;-0,062;-0,073;-0,034;-0,036;0,030;-0,062;-0,223;-0,054;
2023-01-12;-0,028;-0,103;-0,121;-0,067;-0,134;-0,132;;-0,003;0,027;-0,060;-0,071;-0,033;-0,036;0,033;-0,056;-0,222;-0,053;
2023-01-13;-0,025;-0,101;-0,121;-0,068;-0,135;-0,132;;-0,004;0,030;-0,061;-0,073;-0,034;-0,036;0,036;-0,057;-0,219;-0,054;
2023-01-16;-0,023;-0,098;;-0,066;;;;;;-0,060;-0,070;-0,034;-0,036;0,038;-0,054;;-0,054;
2023-01-17;-0,027;-0,098;-0,118;-0,067;-0,132;-0,131;;0,000;0,031;-0,061;-0,071;-0,033;-0,036;0,039;-0,056;-0,215;-0,053;
2023-01-18;-0,030;-0,100;-0,121;-0,063;-0,136;-0,132;;-0,002;0,026;-0,061;-0,070;-0,032;-0,036;0,042;-0,047;-0,215;-0,053;
2023-01-19;-0,027;-0,105;-0,128;-0,073;-0,145;-0,138;;-0,009;0,023;-0,064;-0,078;-0,033;-0,035;0,036;-0,058;-0,223;-0,055;
2023-01-20;-0,024;-0,105;-0,128;-0,074;-0,145;-0,138;;-0,015;0,022;-0,064;-0,077;-0,034;-0,035;0,034;-0,058;-0,224;-0,056;
2023-01-23;;-0,104;-0,123;-0,068;-0,138;-0,134;;-0,011;0,023;-0,063;-0,073;-0,035;-0,035;0,035;-0,053;-0,214;-0,055;
2023-01-24;;-0,106;-0,123;-0,069;-0,138;-0,135;;-0,009;0,018;-0,064;-0,074;-0,034;-0,035;0,034;-0,051;-0,211;-0,055;
2023-01-25;;-0,106;-0,126;-0,071;-0,143;-0,138;;-0,011;0,017;-0,064;-0,079;-0,033;-0,035;0,031;-0,055;-0,219;-0,055;
2023-01-26;;;;;;;;;;;;;;;;;;
2023-01-27;-0,017;-0,100;-0,114;-0,070;-0,128;-0,130;;-0,001;0,020;-0,061;-0,074;-0,034;-0,035;0,040;-0,050;-0,203;-0,053;
2023-01-30;-0,018;-0,097;-0,112;-0,070;-0,126;-0,128;;-0,001;0,021;-0,061;-0,072;-0,034;-0,035;0,041;-0,054;-0,200;-0,053;
2023-01-31;-0,018;-0,095;-0,109;-0,072;-0,123;-0,127;;-0,001;0,023;-0,059;-0,075;-0,034;-0,035;0,042;-0,058;-0,199;-0,052;
2023-02-01;-0,015;-0,093;-0,107;-0,068;-0,121;-0,125;;0,003;0,025;-0,058;-0,068;-0,033;-0,035;0,047;-0,048;-0,194;-0,051;
2023-02-02;-0,015;-0,091;-0,101;-0,057;-0,113;-0,118;;0,018;0,020;-0,054;-0,060;-0,030;-0,035;0,054;-0,035;-0,178;-0,047;
2023-02-03;;;;;;;;;;;;;;;;;;
2023-02-06;-0,020;-0,090;-0,099;-0,060;-0,109;-0,118;;0,009;0,027;-0,056;-0,059;-0,032;-0,035;0,054;-0,037;-0,177;-0,049;
2023-02-07;-0,017;-0,090;-0,098;-0,061;-0,108;-0,117;;0,008;0,026;-0,055;-0,060;-0,032;-0,035;0,050;-0,039;-0,175;-0,049;
2023-02-08;-0,018;-0,088;-0,096;-0,060;-0,106;-0,116;;0,011;0,028;-0,056;-0,057;-0,033;-0,035;0,054;-0,035;-0,170;-0,049;
2023-02-09;-0,026;-0,095;-0,107;-0,065;-0,118;-0,125;;-0,002;0,017;-0,061;-0,065;-0,035;-0,035;0,044;-0,039;-0,182;-0,053;
2023-02-10;-0,027;-0,100;-0,110;-0,072;-0,122;-0,129;;-0,003;0,018;-0,064;-0,071;-0,038;-0,035;0,036;-0,044;-0,190;-0,056;
2023-02-13;-0,029;-0,096;-0,107;-0,066;-0,117;-0,124;;-0,001;0,020;-0,063;-0,066;-0,038;-0,035;0,039;-0,036;-0,185;-0,055;
2023-02-14;-0,033;-0,095;-0,108;-0,064;-0,119;-0,125;;0,000;0,018;-0,063;-0,065;-0,039;-0,035;0,039;-0,033;-0,185;-0,056;
2023-02-15;-0,034;-0,094;-0,105;-0,064;-0,115;-0,124;;-0,005;0,019;-0,063;-0,065;-0,039;-0,035;0,038;-0,035;-0,181;-0,056;
2023-02-16;-0,029;-0,093;-0,105;-0,065;-0,115;-0,123;;-0,009;0,015;-0,062;-0,065;-0,039;-0,035;0,039;-0,037;-0,179;-0,055;
2023-02-17;-0,035;-0,092;-0,108;-0,064;-0,119;-0,125;;-0,010;0,017;-0,063;-0,064;-0,039;-0,035;0,040;-0,039;-0,186;-0,056;
2023-02-20;-0,037;-0,096;;-0,066;;;;;;-0,065;-0,067;-0,041;-0,035;0,037;-0,040;;-0,058;
2023-02-21;;;;;;;;;;;;;;;;;;
2023-02-22;-0,046;-0,099;-0,117;-0,072;-0,129;-0,134;;-0,021;0,012;-0,069;-0,073;-0,043;-0,035;0,030;-0,051;-0,200;-0,062;
2023-02-23;;;;;;;;;;;;;;;;;;
2023-02-24;-0,048;-0,102;-0,119;-0,075;-0,131;-0,136;;-0,026;0,010;-0,070;-0,075;-0,044;-0,035;0,029;-0,057;-0,196;-0,063;
2023-02-27;-0,053;-0,098;-0,115;-0,068;-0,127;-0,133;;-0,023;0,010;-0,069;-0,070;-0,044;-0,035;0,033;-0,051;-0,194;-0,062;
2023-02-28;-0,053;-0,098;-0,117;-0,069;-0,129;-0,134;;-0,024;0,006;-0,069;-0,069;-0,044;-0,035;0,035;-0,048;-0,195;-0,063;
2023-03-01;-0,041;-0,096;-0,116;-0,070;-0,129;-0,133;;-0,029;0,006;-0,068;-0,066;-0,044;-0,035;0,036;-0,047;-0,192;-0,062;
2023-03-02;-0,042;-0,098;-0,118;-0,072;-0,131;-0,134;;-0,029;0,007;-0,068;-0,068;-0,043;-0,035;0,033;-0,049;-0,195;-0,062;
2023-03-03;;;;;;;;;;;;;;;;;;
2023-03-06;-0,039;-0,093;-0,109;-0,063;-0,120;-0,125;;-0,020;0,010;-0,064;-0,062;-0,043;-0,035;0,037;-0,043;-0,181;-0,060;
2023-03-07;-0,032;-0,089;-0,103;-0,064;-0,114;-0,121;;-0,018;0,016;-0,061;-0,062;-0,043;-0,035;0,039;-0,044;-0,175;-0,058;
2023-03-08;-0,037;-0,091;-0,106;-0,068;-0,119;-0,124;;-0,024;0,010;-0,062;-0,066;-0,042;-0,035;0,036;-0,051;-0,176;-0,059;
2023-03-09;;;;;;;;;;;;;;;;;;
2023-03-10;-0,050;-0,095;-0,116;-0,080;-0,131;-0,133;;-0,038;0,008;-0,065;-0,073;-0,040;-0,035;0,031;-0,061;-0,186;-0,060;
2023-03-13;-0,046;-0,102;-0,121;-0,086;-0,136;-0,137;;-0,037;0,009;-0,065;-0,082;-0,036;-0,034;0,021;-0,069;-0,187;-0,058;
2023-03-14;-0,059;-0,103;-0,123;-0,079;-0,136;-0,138;;-0,037;0,004;-0,068;-0,077;-0,038;-0,034;0,024;-0,060;-0,186;-0,060;
2023-03-15;-0,051;-0,114;-0,126;-0,092;-0,138;-0,143;;-0,038;0,003;-0,070;-0,092;-0,037;-0,034;0,014;-0,071;-0,185;-0,060;
2023-03-16;-0,058;-0,111;-0,124;-0,092;-0,135;-0,142;;-0,041;0,004;-0,072;-0,091;-0,038;-0,034;0,015;-0,068;-0,180;-0,061;
2023-03-17;-0,051;-0,116;-0,124;-0,100;-0,136;-0,143;;-0,046;0,003;-0,072;-0,097;-0,037;-0,034;0,011;-0,073;-0,172;-0,060;
2023-03-20;-0,062;-0,112;-0,126;-0,092;-0,137;-0,143;;-0,050;0,001;-0,072;-0,091;-0,036;-0,034;0,012;-0,070;-0,179;-0,059;
2023-03-21;-0,061;-0,107;-0,125;-0,088;-0,136;-0,141;;-0,053;0,001;-0,071;-0,086;-0,037;-0,034;0,014;-0,067;-0,179;-0,060;
2023-03-22;-0,054;-0,103;-0,120;-0,088;-0,131;-0,136;;-0,059;0,004;-0,070;-0,084;-0,038;-0,034;0,015;-0,067;-0,171;-0,060;
2023-03-23;-0,050;-0,105;-0,124;-0,090;-0,136;-0,139;;-0,063;-0,000;-0,070;-0,084;-0,037;-0,034;0,016;-0,067;-0,170;-0,059;
2023-03-24;-0,045;-0,109;-0,124;-0,096;-0,137;-0,141;;-0,066;0,004;-0,070;-0,089;-0,035;-0,034;0,009;-0,071;-0,168;-0,058;
2023-03-27;-0,052;-0,105;-0,121;-0,091;-0,132;-0,138;;-0,061;0,010;-0,069;-0,085;-0,036;-0,034;0,013;-0,068;-0,168;-0,059;
2023-03-28;;;;;;;;;;;;;;;;;;
2023-03-29;-0,045;-0,097;-0,116;-0,087;-0,129;-0,134;;-0,058;0,012;-0,066;-0,080;-0,036;-0,034;0,016;-0,067;-0,168;-0,057;
2023-03-30;-0,044;-0,092;-0,113;-0,077;-0,126;-0,129;;-0,050;0,011;-0,064;-0,071;-0,037;-0,034;0,023;-0,058;-0,164;-0,057;
2023-03-31;-0,042;-0,090;-0,112;-0,070;-0,126;-0,126;;-0,046;0,014;-0,062;-0,068;-0,037;-0,034;0,025;-0,051;-0,164;-0,056;
2023-04-03;-0,043;-0,090;-0,108;-0,071;-0,120;-0,123;;-0,041;0,016;-0,061;-0,069;-0,037;-0,034;0,025;-0,054;-0,160;-0,055;
2023-04-04;;;;;;;;;;;;;;;;;;
2023-04-05;;-0,089;-0,109;-0,077;-0,123;-0,125;;-0,044;0,022;-0,061;-0,073;-0,035;-0,033;0,019;-0,057;-0,166;-0,054;
2023-04-06;-0,042;-0,085;-0,109;-0,074;-0,123;-0,124;;-0,043;0,029;-0,059;-0,071;-0,034;-0,033;0,021;-0,054;-0,168;-0,054;
2023-04-11;-0,038;-0,082;-0,105;-0,068;-0,118;-0,120;;-0,038;0,031;-0,058;-0,068;-0,037;-0,033;0,026;-0,047;-0,162;-0,054;
2023-04-12;-0,046;-0,083;-0,109;-0,065;-0,123;-0,122;;-0,037;0,027;-0,060;-0,068;-0,037;-0,033;0,023;-0,046;-0,171;-0,055;
2023-04-13;-0,045;-0,081;-0,110;-0,067;-0,126;-0,123;;-0,040;0,027;-0,060;-0,067;-0,037;-0,033;0,024;-0,047;-0,173;-0,055;
2023-04-14;-0,042;-0,078;-0,104;-0,058;-0,119;-0,116;;-0,034;0,030;-0,057;-0,060;-0,037;-0,033;0,032;-0,042;-0,167;-0,054;
2023-04-17;-0,040;-0,080;-0,105;-0,059;-0,119;-0,117;;-0,035;0,029;-0,058;-0,060;-0,039;-0,033;0,031;-0,042;-0,169;-0,055;
2023-04-18;-0,043;-0,078;-0,104;-0,059;-0,119;-0,116;;-0,035;0,027;-0,059;-0,059;-0,039;-0,033;0,032;-0,042;-0,168;-0,055;
2023-04-19;-0,047;-0,079;-0,106;-0,061;-0,121;-0,118;;-0,038;0,026;-0,060;-0,063;-0,040;-0,033;0,032;-0,044;-0,173;-0,057;
2023-04-20;-0,048;-0,079;-0,106;-0,063;-0,122;-0,119;;-0,039;0,023;-0,060;-0,066;-0,039;-0,033;0,030;-0,052;-0,172;-0,056;
2023-04-21;-0,051;-0,078;-0,106;-0,063;-0,122;-0,119;;-0,039;0,029;-0,060;-0,065;-0,039;-0,033;0,029;-0,052;-0,175;-0,057;
2023-04-24;-0,056;-0,076;-0,107;-0,060;-0,123;-0,119;;-0,042;0,027;-0,060;-0,063;-0,040;-0,033;0,032;-0,052;-0,175;-0,057;
2023-04-25;;;;;;;;;;;;;;;;;;
2023-04-26;-0,059;-0,079;-0,111;-0,067;-0,129;-0,124;;-0,049;0,018;-0,060;-0,068;-0,037;-0,033;0,027;-0,053;-0,182;-0,056;
2023-04-27;-0,057;-0,078;-0,111;-0,058;-0,127;-0,119;;-0,045;0,019;-0,059;-0,061;-0,037;-0,032;0,025;-0,045;-0,184;-0,055;
2023-04-28;-0,055;-0,077;-0,107;-0,056;-0,122;-0,117;;-0,040;0,021;-0,058;-0,059;-0,036;-0,032;0,029;-0,042;-0,178;-0,054;
2023-05-02;-0,053;-0,078;-0,104;-0,059;-0,119;-0,116;;-0,046;0,027;-0,058;-0,060;-0,036;-0,032;0,027;-0,043;-0,172;-0,054;
2023-05-03;-0,060;-0,079;-0,108;-0,060;-0,123;-0,119;;-0,053;0,025;-0,058;-0,061;-0,035;-0,032;0,024;-0,044;-0,180;-0,054;
2023-05-04;-0,055;-0,081;-0,112;-0,062;-0,130;-0,123;;-0,052;0,023;-0,059;-0,065;-0,035;-0,032;0,023;-0,041;-0,181;-0,055;
2023-05-05;-0,057;-0,082;-0,112;-0,061;-0,128;-0,122;;-0,048;0,021;-0,060;-0,065;-0,035;-0,032;0,023;-0,037;-0,181;-0,054;
2023-05-08;-0,056;-0,080;-0,112;-0,061;-0,128;-0,122;;-0,052;0,020;-0,060;-0,062;-0,035;-0,032;;-0,042;-0,181;-0,055;
2023-05-09;-0,057;-0,081;-0,110;-0,066;-0,126;-0,121;;-0,062;0,023;-0,061;-0,067;-0,036;-0,032;0,021;-0,048;-0,178;-0,055;
2023-05-10;-0,058;-0,081;-0,109;-0,070;-0,125;-0,122;;-0,058;0,022;-0,061;-0,067;-0,035;-0,032;0,023;-0,051;-0,177;-0,055;
2023-05-11;-0,055;-0,081;-0,107;-0,065;-0,123;-0,120;;-0,053;0,025;-0,058;-0,063;-0,034;-0,032;0,026;-0,043;-0,175;-0,053;
2023-05-12;-0,057;-0,077;-0,104;-0,063;-0,119;-0,117;;-0,053;0,028;-0,058;-0,061;-0,034;-0,032;0,028;-0,044;-0,173;-0,053;
2023-05-15;-0,052;-0,075;-0,104;-0,062;-0,120;-0,116;;-0,051;0,028;-0,057;-0,059;-0,034;-0,032;0,031;-0,041;-0,172;-0,052;
2023-05-16;-0,050;-0,076;-0,102;-0,064;-0,117;-0,115;;-0,052;0,027;-0,057;-0,062;-0,035;-0,032;0,031;-0,045;-0,164;-0,052;
2023-05-17;-0,050;-0,076;-0,101;-0,064;-0,116;-0,113;;-0,059;0,026;-0,055;-0,062;-0,035;-0,032;0,029;-0,047;-0,159;-0,052;
2023-05-19;-0,044;-0,067;-0,089;-0,055;-0,102;-0,102;;-0,052;0,035;-0,052;-0,054;-0,037;-0,032;0,038;-0,042;-0,140;-0,051;
2023-05-22;-0,042;-0,068;-0,091;-0,057;-0,104;-0,103;;-0,053;0,033;-0,052;-0,054;-0,037;-0,032;0,035;-0,041;-0,140;-0,051;
2023-05-23;-0,042;-0,068;-0,090;-0,057;-0,104;-0,104;;-0,046;0,032;-0,052;-0,055;-0,037;-0,032;0,038;-0,042;-0,139;-0,051;
2023-05-24;-0,042;-0,075;-0,095;-0,066;-0,107;-0,109;;-0,053;0,029;-0,054;-0,063;-0,037;-0,032;0,030;-0,054;-0,144;-0,052;
2023-05-25;-0,040;-0,071;-0,089;-0,065;-0,100;-0,104;;-0,055;0,031;-0,052;-0,059;-0,038;-0,032;0,033;-0,055;-0,122;-0,052;
2023-05-26;;-0,068;-0,086;;-0,097;-0,100;;-0,055;0,032;;-0,056;;;0,031;;-0,110;;
2023-05-29;-0,035;;;-0,064;;;;;;-0,050;;-0,038;-0,032;;-0,054;;-0,051;
2023-05-30;-0,034;-0,065;-0,080;-0,061;-0,089;-0,095;;-0,048;0,033;-0,048;-0,053;-0,038;-0,032;0,036;-0,054;-0,094;-0,049;
2023-05-31;-0,037;-0,070;-0,082;-0,066;-0,090;-0,098;;-0,053;0,030;-0,049;-0,057;-0,037;-0,031;0,031;-0,054;-0,096;-0,050;
2023-06-01;-0,039;-0,071;-0,083;-0,066;-0,093;-0,099;;-0,054;0,030;-0,049;-0,058;-0,036;-0,031;0,032;-0,055;-0,100;-0,050;
