
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];
# ;handelsbanken hållbar energi a1;handelsbanken kortränta a1;handelsbanken latinamerika impact tema a1;handelsbanken långränta a1;handelsbanken norden a1;handelsbanken nordiska småbolag a1;handelsbanken pension 40 a12;handelsbanken pension 50 a12;handelsbanken pension 60 a12;handelsbanken pension 70 a12;handelsbanken pension 80 a12;handelsbanken svenska småbolag a1;handelsbanken sverige 100 index criteria a1;handelsbanken sverige a1;handelsbanken tillväxtmarknad tema a1;handelsbanken usa index criteria a1;healthinvest alpha fund;
2024-08-21;0,105;-0,008;0,013;-0,000;0,051;0,031;0,008;0,008;0,029;0,046;0,049;0,023;0,017;0,021;0,012;0,040;0,083;
2024-08-22;0,104;-0,008;0,006;-0,000;0,054;0,032;;;;;;0,026;0,021;0,026;0,011;0,041;;
2024-08-27;;;;;;;0,008;0,008;0,030;0,048;0,051;;;;;;0,082;
2024-08-28;0,112;-0,008;-0,001;-0,001;0,054;0,034;0,008;0,008;0,030;0,049;0,052;0,030;0,026;0,030;0,011;0,039;0,079;
2024-08-29;0,110;-0,008;-0,006;-0,001;0,056;0,035;0,009;0,009;0,032;0,051;0,055;0,032;0,028;0,030;0,011;0,040;0,081;
2024-08-30;0,117;-0,008;-0,005;-0,001;0,059;0,039;0,010;0,010;0,034;0,053;0,057;0,035;0,030;0,033;0,015;0,042;0,085;
2024-09-02;;-0,008;-0,005;-0,002;0,057;0,035;0,008;0,009;;;;0,031;0,028;0,031;0,012;;;
2024-09-03;0,110;-0,008;-0,006;-0,001;0,057;0,032;0,009;0,009;0,032;0,051;0,054;0,028;0,026;0,029;0,011;0,039;0,081;
2024-09-04;0,108;-0,007;-0,001;-0,000;0,051;0,029;;;;;;0,023;0,020;0,023;0,007;0,035;;
2024-10-08;;;;;;;;;;;;;;;;;;
2024-10-09;;;;;;;;;;;;;;;;;;
2024-10-10;;;;;;;0,010;0,010;0,033;0,053;0,056;;;;;;0,063;
2024-10-11;0,121;-0,006;-0,007;-0,002;0,054;0,040;0,010;0,011;0,035;0,056;0,059;0,029;0,031;0,034;0,042;0,057;0,068;
2024-10-14;0,124;-0,006;-0,001;-0,002;0,055;0,038;0,011;0,012;0,037;0,059;0,062;0,027;0,030;0,034;0,045;0,064;0,071;
2024-10-15;0,116;-0,006;-0,003;-0,001;0,055;0,040;0,011;0,012;0,036;0,057;0,060;0,031;0,032;0,038;0,039;0,063;0,070;
2024-10-16;0,117;-0,006;-0,002;-0,000;0,052;0,037;0,011;0,012;0,035;0,056;0,059;0,026;0,028;0,035;0,040;0,062;0,073;
2024-10-17;0,121;-0,006;0,001;0,000;0,056;0,040;0,012;0,013;0,038;0,060;0,063;0,028;0,028;0,036;0,038;0,068;0,078;
2024-10-18;0,122;-0,006;0,004;0,000;0,056;0,039;0,013;0,013;0,039;0,061;0,064;0,029;0,030;0,035;0,046;0,068;0,078;
2024-10-21;0,122;-0,006;0,001;-0,001;0,057;0,040;0,012;0,013;0,038;0,061;0,064;0,030;0,031;0,037;0,044;0,069;0,076;
2024-10-22;0,115;-0,006;0,001;-0,002;0,053;0,035;0,011;0,012;0,036;0,057;0,061;0,025;0,026;0,032;0,042;0,067;0,073;
2024-10-23;0,114;-0,005;0,001;-0,002;0,054;0,036;0,012;0,012;0,037;0,059;0,062;0,027;0,028;0,035;0,044;0,069;0,071;
2024-10-24;0,115;-0,005;0,001;-0,001;0,054;0,038;0,012;0,012;0,036;0,057;0,060;0,030;0,027;0,035;0,039;0,066;0,071;
2024-10-25;0,120;-0,005;0,003;-0,001;0,053;0,036;;;;;;0,026;0,027;0,034;0,040;0,069;;
2024-10-28;;;;;;;0,013;0,013;0,038;0,061;0,064;;;;;;0,073;
2024-10-29;0,120;-0,005;0,008;-0,001;0,058;0,039;0,013;0,013;0,038;0,061;0,064;0,031;0,033;0,039;0,044;0,072;0,075;
2024-10-30;0,121;-0,005;0,003;-0,001;0,054;0,038;0,012;0,013;0,038;0,060;0,063;0,027;0,028;0,034;0,041;0,073;0,072;
2024-10-31;0,117;-0,005;0,002;-0,002;0,047;0,032;0,010;0,010;0,034;0,054;0,057;0,020;0,020;0,027;0,039;0,065;0,066;
2024-11-01;0,122;-0,005;-0,000;-0,002;0,051;0,035;0,011;0,011;0,036;0,057;0,060;0,022;0,022;0,029;0,040;0,067;0,076;
2024-11-04;0,128;-0,005;0,003;-0,003;0,051;0,036;;;;;;0,025;0,025;0,031;0,041;0,064;;
2024-11-05;;;;;;;0,010;0,010;0,035;0,056;0,060;;;;;;0,076;
2024-11-06;0,102;-0,005;0,004;-0,003;0,050;0,032;0,012;0,012;0,038;0,061;0,064;0,020;0,024;0,028;0,048;0,083;0,082;
2024-11-07;0,102;-0,005;0,013;-0,004;0,051;0,035;;;;;;0,024;0,030;0,031;0,046;0,080;;
2024-11-08;;;;;;;0,012;0,012;0,039;0,062;0,065;;;;;;0,084;
2024-11-11;0,103;-0,005;0,001;-0,003;0,052;0,036;;;;;;0,026;0,029;0,031;0,043;0,088;;
2024-11-12;;;;;;;0,013;0,013;0,039;0,062;0,064;;;;;;0,083;
2024-11-13;0,096;-0,005;0,004;-0,003;0,041;0,026;0,012;0,012;0,037;0,059;0,062;0,014;0,014;0,018;0,035;0,090;0,084;
2024-11-14;0,095;-0,005;0,004;-0,002;0,044;0,029;;;;;;0,020;0,019;0,023;0,035;0,091;;
2024-11-15;;;;;;;0,011;0,012;0,035;0,057;0,059;;;;;;0,063;
2024-11-18;0,092;-0,005;;-0,003;0,035;0,021;0,010;0,010;0,033;0,053;0,056;0,005;0,011;0,014;0,035;0,081;0,055;
2024-11-19;0,092;-0,004;0,003;-0,002;0,033;0,017;0,010;0,010;0,032;0,052;0,055;0,000;0,006;0,009;0,037;0,081;0,055;
2024-11-20;0,097;-0,004;;-0,003;0,037;0,018;0,011;0,011;0,034;0,055;0,058;-0,000;0,008;0,011;0,039;0,086;0,062;
2024-11-21;0,097;-0,004;0,000;-0,002;0,034;0,017;0,011;0,011;0,034;0,054;0,057;-0,003;0,007;0,011;0,037;0,086;0,064;
2024-11-22;0,100;-0,004;0,001;-0,001;0,040;0,023;0,013;0,013;0,038;0,061;0,064;0,007;0,014;0,019;0,042;0,094;0,069;
2024-11-25;0,104;-0,004;0,001;-0,000;0,039;0,024;0,013;0,013;0,038;0,060;0,063;0,010;0,014;0,019;0,039;0,092;0,072;
2024-11-26;0,099;-0,004;-0,000;0,000;0,038;0,022;0,013;0,013;0,038;0,059;0,062;0,008;0,012;0,017;0,039;0,093;0,072;
2024-11-27;0,104;-0,004;-0,005;0,001;0,037;0,023;;;0,037;0,059;0,062;0,011;0,013;0,019;0,038;0,091;0,073;
2024-11-28;;;;;;;0,014;0,014;;;;;;;;;;
2024-11-29;0,103;-0,004;-0,027;0,001;0,039;0,025;0,014;0,014;0,038;0,060;0,063;0,014;0,015;0,021;0,031;0,091;0,073;
2024-12-02;0,107;-0,004;-0,023;0,002;0,047;0,029;0,016;0,016;0,043;0,066;0,069;0,020;0,022;0,028;0,038;0,097;0,074;
2024-12-03;0,107;-0,004;-0,021;0,002;0,050;0,030;0,016;0,017;0,044;0,068;0,071;0,021;0,025;0,030;0,040;0,096;0,073;
2024-12-04;0,103;-0,004;-0,017;0,001;0,052;0,034;0,016;0,017;0,044;0,069;0,072;0,025;0,030;0,035;0,044;0,098;0,072;
2024-12-05;0,095;-0,004;-0,015;-0,001;0,051;0,032;0,015;0,015;0,042;0,067;0,070;0,022;0,030;0,034;0,041;0,094;0,068;
2024-12-06;0,095;-0,004;-0,018;-0,001;0,052;0,033;;;;;;0,026;0,032;0,037;0,043;0,096;;
2024-12-09;;;;;;;0,016;0,016;0,045;0,070;0,073;;;;;;0,070;
2024-12-10;0,094;-0,004;-0,014;-0,001;0,053;0,032;0,015;0,016;0,044;0,069;0,072;0,025;0,032;0,037;0,048;0,095;0,070;
2024-12-11;0,095;-0,004;-0,014;-0,001;0,052;0,033;;;;;;0,026;0,030;0,035;0,047;0,096;;
2024-12-12;;;;;;;0,015;0,015;0,043;0,067;0,070;;;;;;0,066;
2024-12-13;0,094;-0,004;-0,014;-0,002;0,052;0,033;0,014;0,014;0,041;0,065;0,068;0,024;0,027;0,032;0,049;0,095;0,062;
2024-12-16;0,086;-0,004;-0,017;-0,003;0,046;0,025;0,013;0,014;0,040;0,064;0,067;0,019;0,022;0,028;0,045;0,095;0,064;
2024-12-17;0,082;-0,004;-0,024;-0,003;0,043;0,023;0,013;0,013;0,039;0,062;0,064;0,017;0,020;0,026;0,041;0,093;0,067;
2024-12-18;0,085;-0,004;-0,027;-0,003;0,044;0,024;0,013;0,013;0,039;0,062;0,065;0,020;0,021;0,027;0,041;0,094;0,066;
2024-12-19;0,074;-0,004;-0,032;-0,006;0,034;0,015;0,010;0,010;0,033;0,053;0,056;0,011;0,011;0,017;0,039;0,086;0,059;
2024-12-20;0,071;-0,004;-0,029;-0,005;0,022;0,012;;;;;;0,008;0,007;0,014;0,037;0,083;;
2025-02-06;;;;;;;;;;;;;;;;;;
2025-02-18;;;;;;;0,014;0,014;0,041;0,068;0,068;;;;;;0,076;
2025-02-19;0,057;-0,002;0,011;-0,006;0,055;0,047;0,013;0,013;0,039;0,065;0,066;0,044;0,053;0,057;0,050;0,092;0,073;
2025-02-20;0,053;-0,002;0,009;-0,006;0,055;0,046;0,013;0,013;0,038;0,064;0,065;0,046;0,055;0,059;0,047;0,090;0,071;
2025-02-21;0,055;-0,002;0,004;-0,005;0,055;0,044;0,013;0,013;0,038;0,064;0,065;0,043;0,054;0,057;0,051;0,087;0,071;
2025-02-24;0,050;-0,002;-0,001;-0,004;0,054;0,043;;;;;;0,041;0,052;0,054;0,044;0,082;;
2025-02-25;;;;;;;0,013;0,013;0,038;0,062;0,064;;;;;;0,067;
2025-02-26;0,055;-0,001;-0,013;-0,003;0,058;0,045;0,014;0,014;0,039;0,064;0,066;0,044;0,057;0,060;0,044;0,080;0,066;
2025-02-27;0,048;-0,001;-0,008;-0,002;0,054;0,041;0,014;0,014;0,039;0,063;0,065;0,040;0,053;0,054;0,045;0,081;0,068;
2025-02-28;0,039;-0,001;-0,013;-0,002;0,052;0,038;0,013;0,013;0,037;0,059;0,061;0,037;0,051;0,052;0,036;0,075;0,072;
2025-03-03;0,030;-0,001;;-0,004;0,055;0,038;0,013;0,013;0,037;0,060;0,062;0,038;0,055;0,055;0,030;0,075;0,059;
2025-03-04;0,015;-0,001;;-0,003;0,040;0,025;0,010;0,010;0,029;0,048;0,049;0,026;0,041;0,040;0,025;0,061;0,055;
2025-03-05;0,015;-0,002;;-0,006;0,043;0,028;0,008;0,008;0,027;0,045;0,047;0,027;0,046;0,044;0,021;0,048;0,052;
2025-03-06;0,013;-0,002;-0,036;-0,009;0,041;0,026;;;;;;0,022;0,045;0,042;0,024;0,043;;
2025-03-10;;;;;;;0,004;0,004;0,018;0,033;0,034;;;;;;0,029;
2025-03-11;0,014;-0,002;-0,048;-0,009;0,028;0,016;;;;;;0,008;0,033;0,029;0,010;0,022;;
2025-03-12;;;;;;;0,002;0,002;0,013;0,024;0,025;;;;;;0,031;
2025-03-13;0,016;-0,002;-0,034;-0,009;0,031;0,019;;;;;;0,008;0,033;0,029;0,016;0,028;;
2025-03-14;;;-0,021;;;;0,003;0,003;0,017;0,031;0,032;;;;;;0,034;
2025-03-17;0,026;-0,002;;-0,009;0,039;0,027;;;;;;0,017;0,039;0,035;0,023;0,031;;
2025-03-18;;;;;;;0,004;0,004;0,019;0,033;0,034;;;;;;0,035;
2025-03-19;0,033;-0,002;-0,010;-0,010;0,040;0,030;0,004;0,004;0,020;0,035;0,036;0,017;0,038;0,035;0,028;0,032;0,042;
2025-03-20;0,035;-0,002;-0,010;-0,009;0,039;0,028;0,005;0,005;0,021;0,036;0,038;0,017;0,037;0,034;0,028;0,038;0,042;
2025-03-21;0,026;-0,002;-0,017;-0,010;0,033;0,023;0,003;0,003;0,017;0,030;0,031;0,011;0,031;0,028;0,024;0,031;0,040;
2025-03-24;0,027;-0,002;-0,015;-0,010;0,033;0,024;0,004;0,004;0,018;0,033;0,033;0,012;0,033;0,030;0,026;0,041;0,041;
2025-03-25;0,019;-0,002;-0,016;-0,010;0,029;0,021;0,003;0,003;0,016;0,029;0,030;0,008;0,030;0,027;0,020;0,037;0,037;
2025-03-26;0,017;-0,001;-0,019;-0,010;0,027;0,018;0,002;0,002;0,014;0,027;0,028;0,003;0,029;0,025;0,021;0,035;0,029;
2025-03-27;0,018;-0,001;-0,019;-0,009;0,022;0,013;0,002;0,002;0,012;0,024;0,024;-0,002;0,024;0,019;0,022;0,032;0,027;
2025-03-28;0,012;-0,001;-0,030;-0,008;0,019;0,009;0,001;0,001;0,009;0,018;0,018;-0,005;0,019;0,014;0,016;0,022;0,025;
2025-03-31;0,004;-0,001;-0,031;-0,007;0,013;0,005;-0,000;-0,000;0,006;0,012;0,013;-0,007;0,014;0,009;0,011;0,017;0,019;
2025-04-01;0,003;-0,001;-0,030;-0,007;0,016;0,007;0,001;0,001;0,008;0,015;0,016;-0,002;0,016;0,013;0,013;0,022;0,012;
2025-04-02;0,004;-0,001;-0,028;-0,007;0,007;-0,000;-0,001;-0,001;0,005;0,010;0,011;-0,008;0,008;0,005;0,012;0,019;0,011;
2025-04-03;-0,001;-0,001;-0,028;-0,006;-0,001;-0,004;-0,003;-0,003;-0,003;-0,003;-0,003;-0,009;0,000;-0,003;-0,002;-0,004;-0,002;
2025-04-04;-0,010;-0,001;-0,036;-0,002;-0,018;-0,021;-0,004;-0,004;-0,009;-0,014;-0,014;-0,025;-0,019;-0,021;;-0,010;-0,018;
2025-04-07;-0,027;-0,001;-0,051;-0,001;-0,033;-0,037;-0,008;-0,008;-0,020;-0,032;-0,032;-0,040;-0,036;-0,036;-0,022;-0,028;-0,027;
2025-04-08;-0,022;-0,001;-0,045;-0,003;-0,026;-0,032;-0,006;-0,006;-0,013;-0,021;-0,021;-0,038;-0,031;-0,031;-0,024;-0,007;-0,029;
2025-04-09;-0,037;-0,001;-0,061;-0,002;-0,042;-0,047;-0,010;-0,010;-0,023;-0,038;-0,037;-0,055;-0,046;-0,048;-0,034;-0,028;-0,031;
2025-04-10;-0,026;-0,001;-0,046;-0,002;-0,025;-0,031;-0,006;-0,006;-0,012;-0,020;-0,020;-0,036;-0,025;-0,027;-0,023;-0,007;-0,033;
2025-04-11;-0,023;-0,001;-0,050;-0,000;-0,024;-0,029;-0,005;-0,005;-0,012;-0,019;-0,019;-0,036;-0,027;-0,030;-0,020;-0,012;-0,026;
2025-04-14;-0,018;-0,001;-0,040;-0,000;-0,016;-0,021;-0,003;-0,003;-0,007;-0,012;-0,011;-0,027;-0,018;-0,020;-0,014;-0,003;-0,015;
2025-04-15;-0,010;-0,001;-0,034;-0,001;-0,006;-0,010;-0,001;-0,001;-0,002;-0,004;-0,004;-0,015;-0,006;-0,008;-0,008;0,001;-0,011;
2025-04-16;-0,012;-0,001;-0,036;-0,000;-0,011;-0,013;-0,003;-0,003;-0,006;-0,011;-0,010;-0,019;-0,012;-0,014;-0,013;-0,011;-0,019;
2025-04-17;-0,016;-0,001;;-0,001;;;-0,004;-0,004;-0,009;-0,014;-0,014;-0,021;-0,013;-0,016;-0,014;-0,017;-0,020;
2025-04-22;-0,015;-0,000;-0,033;0,000;-0,017;-0,018;-0,005;-0,005;-0,013;-0,020;-0,020;-0,021;-0,013;-0,015;-0,018;-0,028;-0,018;
2025-04-23;-0,007;-0,000;-0,013;-0,001;-0,003;-0,004;;;;;;-0,005;0,000;0,000;-0,003;-0,005;;
2025-04-24;;;;;;;;;;;;;;;;;;
2025-04-25;;;;;;;;;;;;;;;;;;
2025-04-28;;;;;;;0,000;0,000;0,000;0,000;0,000;;;;;;0,000;
2025-04-29;0,000;0,000;0,000;0,000;0,000;0,000;;;;;;0,000;0,000;0,000;0,000;0,000;;
