
# ;[];[];[];[];[];[d&g aktiefond][didner & gerge aktiefond];[d&g global all cap][didner & gerge global];[d&g småbolag][didner & gerge småbolag];[];[];[];[];[];[];[];[dnb global emerging markets s][dnb global emerging markets a];[dnb grönt skifte norden s][dnb grönt norden a];
# ;cicero avkastning a;cicero hållbar mix a;coeli high yield opportunities;cpr invest global gold mines a2;cpr invest global lifestyles a2;d&g aktiefond;d&g global all cap;d&g småbolag;danske invest sicav - aktiv förmögenhetsförvaltning si;danske invest sicav - euro investment grade corporate bond a;danske invest sicav - sverige kort ränta si;danske invest sicav - sverige ränta si;danske invest sicav - sverige si;delphi global a2;delphi nordic acc;dnb global emerging markets s;dnb grönt skifte norden s;
2024-10-31;-0,005;0,033;;-0,059;0,049;0,015;0,047;0,045;0,014;-0,008;-0,006;-0,003;0,025;0,012;0,046;0,057;0,066;
2024-11-01;-0,005;0,036;;;;0,016;0,050;0,045;;;;;;0,016;0,050;0,060;0,072;
2024-11-04;-0,005;0,036;;;;0,020;0,049;0,048;0,016;;-0,006;-0,003;0,030;;;;;
2024-11-05;;;;-0,064;0,055;;;;;-0,008;;;;0,022;0,047;0,067;0,071;
2024-11-06;-0,005;0,042;;-0,069;0,065;0,017;0,059;0,042;0,016;-0,006;-0,006;-0,004;0,030;0,037;0,044;0,070;0,064;
2024-11-07;-0,005;0,041;;;;0,024;0,059;0,048;0,018;;-0,006;-0,005;0,036;;;;;
2024-11-08;;;;-0,071;0,063;;;;;-0,006;;;;0,041;0,046;0,071;0,066;
2024-11-11;-0,004;0,044;;;;0,022;0,065;0,053;0,018;;-0,005;-0,003;0,035;;;;;
2024-11-12;;;;-0,098;0,069;;;;;-0,005;;;;0,043;0,043;0,064;0,060;
2024-11-13;-0,004;0,043;;-0,104;0,070;0,011;0,062;0,043;0,010;-0,005;-0,005;-0,003;0,020;0,043;0,041;0,063;0,059;
2024-11-14;-0,004;0,043;;;;0,015;0,060;0,045;0,013;;-0,005;-0,002;0,025;;;;;
2024-11-15;;;;-0,104;0,068;;;;;-0,005;;;;0,035;0,034;0,059;0,056;
2024-11-18;-0,004;0,039;;-0,086;0,071;0,005;0,052;0,031;0,007;-0,005;-0,005;-0,003;0,015;0,036;0,031;0,058;0,053;
2024-11-19;-0,004;0,040;;-0,078;0,071;0,001;0,053;0,029;0,005;-0,005;-0,005;-0,002;0,010;0,038;0,029;0,059;0,052;
2024-11-20;-0,004;0,042;;-0,077;0,069;-0,002;0,055;0,025;0,006;-0,005;-0,005;-0,003;0,013;0,043;0,032;0,063;0,053;
2024-11-21;-0,004;0,044;;-0,067;0,074;-0,000;0,061;0,027;0,005;-0,005;-0,005;-0,002;0,012;0,045;0,032;0,061;0,053;
2024-11-22;-0,004;0,044;;-0,063;0,079;0,004;0,065;0,033;0,010;-0,004;-0,005;-0,002;0,019;0,044;0,039;0,063;0,058;
2024-11-25;-0,004;0,045;;-0,076;0,082;0,008;0,068;0,037;0,010;-0,003;-0,005;-0,001;0,019;0,043;0,041;0,062;0,058;
2024-11-26;-0,003;0,045;;-0,076;0,080;0,004;0,068;0,034;0,010;-0,004;-0,004;-0,000;0,018;0,048;0,037;0,061;0,055;
2024-11-27;-0,003;0,044;;-0,077;0,075;0,006;0,062;0,037;0,010;;-0,004;0,000;0,018;0,042;;;;
2024-11-28;;;;;;;;;;-0,002;;;;;0,035;0,052;0,057;
2024-11-29;-0,003;0,045;;-0,078;0,076;0,010;0,066;0,041;0,013;-0,002;-0,004;0,001;0,022;0,045;0,039;0,051;0,060;
2024-12-02;-0,003;0,048;;-0,085;0,081;0,016;0,070;0,045;0,017;0,000;-0,004;0,001;0,030;0,050;0,043;0,060;0,065;
2024-12-03;-0,003;0,050;;-0,073;0,082;0,019;0,073;0,046;0,019;-0,000;-0,004;0,001;0,033;0,051;0,046;0,063;0,068;
2024-12-04;-0,003;0,050;;-0,071;0,088;0,027;0,080;0,051;0,022;-0,001;-0,004;0,000;0,039;0,052;0,051;0,062;0,068;
2024-12-05;-0,003;0,049;;-0,075;0,084;0,026;0,075;0,049;0,021;-0,000;-0,004;-0,001;0,038;0,048;0,049;0,061;0,067;
2024-12-06;-0,003;0,050;;;;0,029;0,078;0,051;0,022;;-0,004;-0,001;0,041;;;;;
2024-12-09;;;;-0,073;0,085;;;;;0,001;;;;0,045;0,046;0,067;0,068;
2024-12-10;-0,003;0,049;;-0,073;0,084;0,027;0,077;0,052;0,022;0,001;-0,004;-0,001;0,039;0,046;0,045;0,071;0,066;
2024-12-11;-0,003;0,050;;;;0,028;0,077;0,054;0,021;;-0,004;-0,001;0,038;;;;;
2024-12-12;;;;-0,073;0,088;;;;;0,000;;;;0,051;0,045;0,072;0,066;
2024-12-13;-0,003;0,047;;-0,082;0,087;0,025;0,074;0,051;0,018;-0,001;-0,004;-0,002;0,034;0,050;0,044;0,071;0,063;
2024-12-16;-0,003;0,046;0,001;-0,088;0,086;0,020;0,071;0,047;0,016;-0,001;-0,004;-0,002;0,031;0,050;0,045;0,065;0,061;
2024-12-17;-0,003;0,046;0,001;-0,092;0,083;0,019;0,069;0,045;0,015;-0,000;-0,004;-0,002;0,030;0,047;0,039;0,065;0,058;
2024-12-18;-0,003;0,042;0,001;-0,107;0,074;0,020;0,068;0,047;0,016;-0,001;-0,004;-0,002;0,031;0,036;0,041;0,065;0,059;
2024-12-19;-0,003;0,039;0,002;-0,108;0,076;0,012;0,060;0,039;0,009;-0,003;-0,004;-0,004;0,021;0,035;0,035;0,063;0,048;
2024-12-20;-0,003;0,041;0,002;;;0,008;0,058;0,037;0,008;;-0,004;-0,004;0,017;;;;;
2025-02-06;;;;;;;;;;;;;;;;;;
2025-02-18;;;;-0,030;0,091;;;;;-0,001;;;;0,063;0,049;0,075;0,063;
2025-02-19;0,000;0,046;0,007;-0,034;0,090;0,047;0,072;0,051;0,031;-0,002;-0,002;-0,002;0,057;0,064;0,043;0,076;0,058;
2025-02-20;0,000;0,042;0,007;-0,027;0,086;0,049;0,069;0,053;0,032;-0,002;-0,002;-0,002;0,058;0,057;0,046;0,070;0,059;
2025-02-21;0,000;0,040;0,007;-0,042;0,079;0,048;0,065;0,050;0,031;-0,001;-0,002;-0,001;0,057;0,050;0,045;0,076;0,060;
2025-02-24;0,000;0,039;0,008;;;0,046;0,060;0,049;0,030;;-0,001;-0,001;0,055;;;;;
2025-02-25;;;;-0,047;0,074;;;;;-0,000;;;;0,043;0,046;0,065;0,060;
2025-02-26;0,000;0,037;0,008;-0,042;0,076;0,050;0,062;0,047;0,033;-0,000;-0,001;-0,001;0,058;0,048;0,046;0,073;0,064;
2025-02-27;0,001;0,035;0,008;-0,054;0,071;0,044;0,058;0,042;0,030;0,000;-0,001;-0,000;0,053;0,045;0,043;0,072;0,059;
2025-02-28;0,001;0,037;0,008;-0,049;0,077;0,041;0,053;0,039;0,029;0,000;-0,001;0,000;0,051;0,050;0,042;0,059;0,057;
2025-03-03;0,001;0,030;0,008;-0,050;0,072;0,045;0,050;0,040;0,031;-0,001;-0,001;-0,001;0,055;0,037;0,047;0,052;0,056;
2025-03-04;0,001;0,025;0,008;-0,056;0,056;0,031;0,037;0,027;0,023;-0,000;-0,001;-0,000;0,041;0,033;0,030;0,050;0,041;
2025-03-05;0,001;0,022;0,008;-0,048;0,054;0,038;0,029;0,030;0,025;-0,005;-0,001;-0,002;0,046;0,031;0,037;0,047;0,049;
2025-03-06;0,000;0,018;0,007;;;0,037;0,027;0,026;0,021;;-0,002;-0,004;0,043;;;;;
2025-03-10;;;;-0,070;0,023;;;;;-0,005;;;;0,006;0,023;0,035;0,039;
2025-03-11;0,001;0,007;0,008;;;0,026;0,010;0,016;0,015;;-0,002;-0,005;0,032;;;;;
2025-03-12;;;;-0,057;0,016;;;;;-0,006;;;;0,006;0,020;0,033;0,031;
2025-03-13;0,000;0,009;0,007;;;0,025;0,015;0,016;0,014;;-0,002;-0,005;0,031;;;;;
2025-03-14;;;;-0,032;0,023;;;;;-0,007;;;;0,014;0,029;0,042;0,041;
2025-03-17;0,000;0,014;0,007;;;0,032;0,022;0,027;0,018;;-0,002;-0,005;0,037;;;;;
2025-03-18;;;;-0,025;0,017;;;;;-0,006;;;;0,011;0,034;0,051;0,044;
2025-03-19;0,000;0,015;0,007;-0,021;0,025;0,034;0,025;0,030;0,018;-0,005;-0,002;-0,005;0,038;0,020;0,033;0,055;0,046;
2025-03-20;0,001;0,015;0,007;-0,019;0,023;0,032;0,029;0,028;0,017;-0,005;-0,002;-0,005;0,036;0,017;0,033;0,051;0,044;
2025-03-21;0,001;0,015;0,007;-0,023;0,022;0,026;0,022;0,023;0,014;-0,005;-0,002;-0,005;0,030;0,015;0,029;0,046;0,036;
2025-03-24;0,001;0,017;0,007;-0,029;0,027;0,028;0,027;0,023;0,015;-0,005;-0,002;-0,005;0,032;0,021;0,029;0,047;0,033;
2025-03-25;0,001;0,016;0,007;-0,025;0,026;0,025;0,024;0,020;0,013;-0,005;-0,002;-0,005;0,029;0,019;0,029;0,037;0,033;
2025-03-26;0,001;0,013;0,007;-0,027;0,021;0,023;0,020;0,018;0,012;-0,005;-0,001;-0,005;0,027;0,014;0,026;0,037;0,026;
2025-03-27;0,001;0,011;0,007;-0,017;0,022;0,019;0,017;0,015;0,010;-0,005;-0,001;-0,005;0,023;0,013;0,019;0,036;0,021;
2025-03-28;0,001;0,007;0,007;-0,018;0,014;0,013;0,007;0,012;0,008;-0,004;-0,001;-0,004;0,018;0,004;0,015;0,030;0,018;
2025-03-31;0,001;0,007;0,007;-0,018;0,012;0,011;-0,000;0,008;0,007;-0,004;-0,001;-0,003;0,016;0,005;0,007;;0,010;
2025-04-01;0,001;0,008;0,007;-0,018;0,015;0,014;0,002;0,014;0,009;-0,004;-0,001;-0,003;0,019;0,006;0,012;0,024;0,013;
2025-04-02;0,001;0,006;0,007;-0,018;0,017;0,007;0,001;0,005;0,004;-0,004;-0,001;-0,003;0,010;0,005;0,009;0,022;0,010;
2025-04-03;0,001;-0,005;;-0,029;-0,007;0,002;-0,014;0,004;0,001;-0,004;-0,001;-0,003;0,005;-0,018;-0,005;0,005;-0,002;
2025-04-04;0,001;-0,012;0,006;-0,063;-0,020;-0,016;-0,020;-0,017;-0,008;-0,005;-0,001;-0,001;-0,013;-0,029;-0,018;;-0,020;
2025-04-07;-0,000;-0,016;0,004;-0,064;-0,034;-0,030;-0,034;-0,032;-0,018;-0,006;-0,001;-0,001;-0,031;-0,036;-0,026;-0,025;-0,039;
2025-04-08;-0,001;-0,016;0,003;-0,057;-0,028;-0,027;-0,020;-0,030;-0,016;-0,005;-0,001;-0,002;-0,026;-0,039;-0,028;-0,023;-0,031;
2025-04-09;-0,001;-0,006;-0,001;-0,032;-0,009;-0,042;-0,035;-0,048;-0,026;-0,006;-0,001;-0,002;-0,042;-0,008;-0,041;-0,019;-0,045;
2025-04-10;-0,001;-0,009;-0,002;-0,010;-0,011;-0,022;-0,018;-0,028;-0,013;-0,005;-0,001;-0,002;-0,021;-0,023;-0,022;-0,020;-0,028;
2025-04-11;-0,002;-0,008;-0,003;0,009;-0,012;-0,026;-0,015;-0,030;-0,014;-0,005;-0,001;-0,001;-0,024;-0,011;-0,022;-0,009;-0,023;
2025-04-14;-0,002;-0,006;;0,008;-0,012;-0,016;-0,008;-0,022;-0,009;-0,004;-0,001;-0,001;-0,015;-0,015;-0,014;-0,011;-0,014;
2025-04-15;-0,002;-0,003;-0,005;0,015;-0,008;-0,005;-0,001;-0,011;-0,003;-0,003;-0,001;-0,001;-0,004;-0,009;-0,008;-0,001;-0,004;
2025-04-16;-0,002;-0,009;-0,005;0,030;-0,010;-0,010;-0,007;-0,017;-0,006;-0,002;-0,001;-0,001;-0,010;-0,016;-0,006;-0,010;-0,006;
2025-04-17;-0,001;-0,011;-0,004;;;-0,011;-0,013;-0,020;-0,007;-0,001;-0,001;-0,001;-0,010;;;;;
2025-04-22;-0,001;-0,012;-0,003;0,007;-0,016;-0,013;-0,023;-0,012;-0,007;-0,000;-0,000;-0,000;-0,011;-0,024;-0,011;-0,014;-0,014;
2025-04-23;-0,001;-0,006;-0,002;;;0,001;-0,001;0,002;0,000;;-0,000;-0,001;0,001;;;;;
2025-04-24;;;;;;;;;;;;;;;;;;
2025-04-25;;;;;;;;;;;;;;;;;;
2025-04-28;;;;0,000;0,000;;;;;0,000;;;;0,000;0,000;0,000;0,000;
2025-04-29;0,000;0,000;0,000;;;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;;;;;
