
# ;[];[];[];[];[];[];[länsförsäkringar global index][länsförsäkringar global indexnära];[];[länsförsäkringar japan index][länsförsäkringar japan indexnära];[];[];[];[];[];[];[];[];
# ;lannebo sverige;lannebo sverige hållbar a;lannebo sverige plus;lannebo teknik;länsförsäkringar asienfond a;länsförsäkringar fastighetsfond a;länsförsäkringar global index;länsförsäkringar global vision a;länsförsäkringar japan index;länsförsäkringar kort räntefond;länsförsäkringar lång räntefond a;länsförsäkringar mix vision a;länsförsäkringar småbolag sverige vision a;länsförsäkringar sparmål 2015;länsförsäkringar sparmål 2020;länsförsäkringar sparmål 2025;länsförsäkringar sparmål 2030;
2024-03-08;-0,044;-0,012;-0,032;-0,009;-0,025;0,001;-0,041;-0,025;0,013;-0,019;-0,015;-0,028;-0,034;-0,022;-0,022;-0,024;-0,024;
2024-03-11;-0,045;-0,016;-0,034;-0,014;-0,021;0,005;-0,041;-0,026;0,007;-0,019;-0,015;-0,028;-0,036;-0,022;-0,022;-0,024;-0,024;
2024-03-12;-0,039;-0,009;-0,027;-0,009;-0,018;-0,000;-0,036;-0,020;0,002;-0,019;-0,015;-0,025;-0,031;-0,021;-0,021;-0,021;-0,020;
2024-03-13;-0,038;-0,009;-0,026;-0,009;-0,021;0,003;-0,038;-0,020;0,001;-0,018;-0,015;-0,025;-0,030;-0,021;-0,021;-0,022;-0,021;
2024-03-14;-0,038;-0,010;-0,025;-0,007;-0,016;0,003;-0,035;-0,018;0,005;-0,018;-0,016;-0,024;-0,030;-0,021;-0,021;-0,021;-0,020;
2024-03-15;-0,036;-0,008;-0,023;-0,012;-0,023;-0,003;-0,037;-0,021;0,004;-0,018;-0,016;-0,026;-0,030;-0,022;-0,022;-0,022;-0,021;
2024-03-18;-0,041;-0,009;-0,028;-0,007;-0,017;-0,004;-0,032;-0,016;0,016;-0,018;-0,017;-0,024;-0,032;-0,022;-0,022;-0,022;-0,020;
2024-03-19;-0,041;-0,010;-0,028;-0,011;-0,021;0,005;-0,030;-0,014;0,017;-0,018;-0,016;-0,023;-0,028;-0,021;-0,021;-0,021;-0,019;
2024-03-20;-0,040;-0,008;-0,028;-0,007;-0,017;0,009;-0,026;-0,009;;-0,018;-0,016;-0,021;-0,026;-0,020;-0,020;-0,019;-0,016;
2024-03-21;-0,032;-0,000;-0,020;-0,003;-0,009;0,019;-0,024;-0,005;0,023;-0,018;-0,016;-0,017;-0,016;-0,018;-0,018;-0,016;-0,013;
2024-03-22;-0,032;0,000;-0,020;-0,001;-0,010;0,025;-0,021;-0,003;0,029;-0,018;-0,015;-0,016;-0,015;;;;;
2024-03-25;;;;;;;;;;;;;;-0,017;-0,017;-0,015;-0,011;
2024-03-26;-0,030;-0,000;-0,018;0,000;-0,008;0,029;-0,022;-0,003;0,024;-0,018;-0,015;-0,015;-0,013;-0,017;-0,017;-0,015;-0,011;
2024-03-27;-0,028;0,003;-0,016;0,000;-0,007;0,035;-0,017;-0,001;0,029;-0,017;-0,014;-0,014;-0,012;-0,016;-0,016;-0,013;-0,009;
2024-03-28;-0,029;0,002;-0,017;0,005;-0,003;0,037;-0,014;0,004;0,028;-0,017;-0,014;-0,013;-0,013;-0,015;-0,015;-0,012;-0,008;
2024-04-02;-0,029;0,001;-0,017;0,000;0,004;0,028;-0,018;0,000;0,022;-0,017;-0,017;-0,014;-0,017;-0,017;-0,017;-0,014;-0,009;
2024-04-03;-0,027;-0,001;-0,014;0,000;-0,002;0,027;-0,020;-0,001;0,016;-0,017;-0,016;-0,015;-0,017;-0,018;-0,018;-0,015;-0,011;
2024-04-04;-0,024;0,001;-0,011;-0,003;;0,024;-0,027;-0,008;0,017;-0,017;-0,016;-0,017;-0,018;-0,018;-0,018;-0,016;-0,013;
2024-04-05;-0,027;-0,004;-0,013;-0,004;;0,018;-0,022;-0,002;0,015;-0,017;-0,016;-0,016;-0,023;-0,017;-0,017;-0,015;-0,012;
2024-04-08;-0,024;-0,002;-0,011;-0,006;-0,003;0,023;-0,025;-0,006;0,014;-0,017;-0,016;-0,017;-0,019;-0,018;-0,018;-0,016;-0,013;
2024-04-09;-0,024;-0,003;-0,011;-0,005;-0,002;0,017;-0,024;-0,006;0,018;-0,017;-0,015;-0,017;-0,024;-0,018;-0,018;-0,016;-0,012;
2024-04-10;-0,028;-0,007;-0,014;-0,001;;0,006;-0,023;-0,004;0,019;-0,017;-0,015;-0,017;-0,025;-0,017;-0,018;-0,015;-0,011;
2024-04-11;-0,030;-0,007;-0,017;-0,000;0,009;0,003;-0,017;-0,000;0,020;-0,017;-0,016;-0,016;-0,028;-0,017;-0,018;-0,014;-0,010;
2024-04-12;-0,031;-0,006;-0,017;0,005;0,011;0,005;-0,017;-0,001;0,029;-0,017;-0,013;-0,016;-0,030;-0,018;-0,018;-0,015;-0,010;
2024-04-15;-0,029;-0,004;-0,016;0,003;0,006;0,006;-0,022;-0,006;0,022;-0,016;-0,014;-0,018;-0,028;-0,019;-0,019;-0,016;-0,012;
2024-04-16;-0,036;-0,014;-0,023;-0,003;-0,001;0,004;-0,023;-0,007;0,015;-0,016;-0,015;-0,021;-0,035;-0,021;-0,021;-0,019;-0,015;
2024-04-17;-0,034;-0,015;-0,020;-0,003;0,002;0,002;-0,024;-0,008;0,012;-0,016;-0,014;-0,021;-0,036;-0,021;-0,021;-0,019;-0,015;
2024-04-18;-0,034;-0,018;-0,021;-0,009;0,004;0,008;-0,026;-0,010;0,012;-0,016;-0,014;-0,022;-0,036;;;;;
2024-04-22;;;;;;;;;;;;;;;;;;
2024-04-23;;;;;;;;;;;;;;-0,021;-0,021;-0,018;-0,015;
2024-04-24;-0,026;-0,014;-0,014;-0,006;0,013;0,007;-0,023;-0,008;0,014;-0,016;-0,015;-0,019;-0,028;;;;;
2024-04-25;;;;;;;;;;;;;;-0,021;-0,021;-0,019;-0,015;
2024-04-26;-0,025;-0,013;-0,011;-0,002;0,016;0,009;-0,018;-0,002;0,006;-0,016;-0,015;-0,016;-0,027;-0,020;-0,020;-0,016;-0,010;
2024-04-29;-0,022;-0,009;-0,008;-0,001;0,018;0,016;-0,017;-0,001;;-0,016;-0,014;-0,015;-0,021;-0,018;-0,019;-0,014;-0,009;
2024-04-30;-0,021;-0,007;-0,007;-0,001;0,022;0,020;-0,020;-0,005;0,015;-0,016;-0,015;-0,016;-0,019;-0,019;-0,019;-0,015;-0,010;
2024-05-02;-0,023;-0,012;-0,009;-0,011;0,020;0,022;-0,020;-0,005;0,019;-0,016;-0,014;-0,017;-0,024;-0,019;-0,019;-0,016;-0,011;
2024-05-03;-0,021;-0,009;-0,007;-0,007;0,019;0,024;-0,018;-0,003;;-0,015;-0,012;-0,014;-0,019;;;;;
2024-05-06;;;;;;;;;;;;;;-0,016;-0,017;-0,012;-0,007;
2024-05-07;-0,014;-0,000;0,000;-0,001;0,023;0,035;-0,013;0,002;0,017;-0,015;-0,010;-0,011;-0,011;-0,015;-0,015;-0,010;-0,003;
2024-05-08;-0,013;0,004;0,001;0,000;0,023;0,033;-0,011;0,004;0,010;-0,015;-0,011;-0,009;-0,011;-0,014;-0,014;-0,009;-0,002;
2024-05-10;-0,011;0,011;0,003;-0,000;0,022;0,034;-0,009;0,006;0,010;-0,015;-0,011;-0,007;-0,004;-0,013;-0,013;-0,007;0,000;
2024-05-13;-0,010;0,020;0,004;-0,001;0,024;0,036;-0,010;0,004;0,008;-0,015;-0,011;-0,008;-0,006;-0,013;-0,013;-0,007;0,000;
2024-05-14;-0,005;0,023;0,009;0,000;0,026;0,038;-0,008;0,006;0,008;-0,015;-0,011;-0,007;-0,001;-0,012;-0,012;-0,006;0,002;
2024-05-15;-0,007;0,023;0,007;0,001;0,023;0,048;-0,007;0,007;0,008;-0,015;-0,010;-0,006;0,000;-0,011;-0,012;-0,005;0,002;
2024-05-16;-0,011;0,022;0,003;0,006;0,029;0,047;-0,007;0,006;0,010;-0,014;-0,009;-0,006;0,001;-0,010;-0,011;-0,005;0,002;
2024-05-17;-0,012;0,021;0,002;0,005;0,030;0,044;-0,007;0,007;0,011;-0,014;-0,010;-0,006;0,001;-0,011;-0,011;-0,005;0,002;
2024-05-20;-0,007;0,024;0,007;0,006;0,029;0,043;-0,007;0,007;0,012;-0,014;-0,011;-0,005;0,006;-0,010;-0,011;-0,004;0,004;
2024-05-21;-0,010;0,022;0,004;0,004;0,026;0,040;-0,006;0,008;0,010;-0,014;-0,010;-0,005;0,005;-0,010;-0,011;-0,004;0,004;
2024-05-22;-0,009;0,023;0,005;0,009;0,029;0,048;-0,006;0,007;0,007;-0,014;-0,011;-0,005;0,007;-0,010;-0,011;-0,004;0,004;
2024-05-23;-0,008;0,023;0,005;0,009;0,032;0,038;-0,008;0,007;0,009;-0,014;-0,013;-0,006;0,007;-0,011;-0,011;-0,005;0,003;
2024-05-24;-0,010;0,020;0,004;0,004;0,024;0,036;-0,009;0,006;0,004;-0,014;-0,012;-0,007;0,005;;;;;
2024-05-27;-0,010;0,020;0,004;;0,026;0,036;;;0,006;-0,014;-0,011;;0,004;;;;;
2024-05-28;;;;;;;;;;;;;;-0,013;-0,013;-0,008;-0,001;
2024-05-29;-0,014;0,012;0,000;0,001;0,022;0,026;-0,012;0,002;0,002;-0,014;-0,014;-0,011;-0,005;-0,014;-0,014;-0,009;-0,003;
2024-05-30;-0,012;0,014;0,003;-0,007;0,014;0,035;-0,016;-0,001;-0,001;-0,014;-0,014;-0,012;-0,001;-0,015;-0,015;-0,011;-0,006;
2024-05-31;-0,011;0,017;0,004;-0,016;0,008;0,039;-0,017;-0,002;0,001;-0,013;-0,013;-0,012;0,003;;;;;
2024-06-03;;;;;;;;;;;;;;-0,015;-0,015;-0,011;-0,006;
2024-06-04;-0,010;0,015;0,004;-0,015;0,009;0,046;-0,017;-0,005;0,008;-0,013;-0,010;-0,013;-0,002;-0,015;-0,015;-0,011;-0,006;
2024-06-05;-0,015;0,014;-0,001;-0,014;0,013;0,044;-0,013;-0,001;-0,002;-0,013;-0,010;-0,010;0,002;-0,013;-0,013;-0,009;-0,003;
2024-06-07;-0,015;0,016;-0,002;-0,004;0,024;0,031;-0,009;0,004;0,003;-0,013;-0,011;-0,008;0,001;-0,012;-0,013;-0,007;-0,000;
2024-06-10;-0,020;0,012;-0,006;-0,005;;0,029;-0,009;0,005;0,006;-0,013;-0,011;-0,009;-0,000;-0,014;-0,014;-0,008;-0,002;
2024-06-11;-0,024;0,010;-0,012;-0,006;0,021;0,024;-0,008;0,002;0,004;-0,013;-0,010;-0,010;0,000;-0,014;-0,014;-0,009;-0,002;
2024-06-12;-0,019;0,018;-0,008;-0,005;0,013;0,034;-0,012;-0,002;-0,005;-0,013;-0,009;-0,010;0,009;-0,013;-0,013;-0,008;-0,002;
2024-06-13;-0,023;0,013;-0,012;-0,002;0,024;0,031;-0,006;0,003;-0,004;-0,013;-0,009;-0,008;0,002;-0,012;-0,012;-0,006;-0,000;
2024-06-14;-0,030;0,007;-0,018;0,003;0,029;0,025;-0,003;0,006;-0,001;-0,013;-0,008;-0,008;-0,005;-0,011;-0,011;-0,006;-0,000;
2024-06-17;-0,032;0,004;-0,020;-0,001;;0,022;-0,001;0,007;-0,011;-0,013;-0,008;-0,009;-0,005;-0,011;-0,011;-0,006;0,000;
2024-06-18;-0,032;0,003;-0,020;-0,002;0,027;0,022;-0,003;0,007;-0,012;-0,013;-0,008;-0,008;-0,005;-0,011;-0,011;-0,006;-0,001;
2024-06-19;-0,033;0,002;-0,021;;0,028;0,016;;;-0,010;-0,013;-0,009;;-0,007;;;;;
2024-06-20;-0,030;0,007;-0,018;-0,000;0,031;0,025;-0,004;0,007;-0,011;-0,013;-0,009;-0,007;-0,000;-0,011;-0,011;-0,006;0,000;
2024-06-24;-0,026;0,007;-0,015;0,001;0,026;0,027;-0,006;0,003;-0,011;-0,013;-0,009;-0,008;-0,001;;;;;
2024-06-25;;;;;;;;;;;;;;-0,011;-0,011;-0,006;-0,000;
2024-06-26;-0,031;-0,000;-0,019;0,007;0,031;0,018;0,000;0,009;0,002;-0,013;-0,008;-0,007;-0,009;-0,010;-0,010;-0,005;0,001;
2024-06-27;-0,029;0,000;-0,017;0,010;0,034;0,025;0,002;0,012;0,002;-0,012;-0,008;-0,006;-0,007;-0,010;-0,010;-0,005;0,002;
2024-06-28;-0,027;0,000;-0,014;0,014;0,035;0,030;0,000;0,010;0,003;-0,012;-0,008;-0,006;-0,007;-0,010;-0,010;-0,005;0,001;
2024-07-01;-0,021;0,004;-0,009;0,009;0,037;0,032;0,003;0,013;0,004;-0,012;-0,008;-0,005;-0,005;-0,010;-0,010;-0,004;0,004;
2024-07-02;-0,026;-0,000;-0,014;0,013;0,033;0,032;0,004;0,013;0,009;-0,012;-0,009;-0,006;-0,007;-0,011;-0,011;-0,004;0,003;
2024-07-03;-0,025;0,003;-0,013;0,014;0,031;0,039;0,002;0,010;0,007;-0,012;-0,009;-0,007;-0,002;-0,011;-0,011;-0,005;0,002;
2024-07-04;-0,025;0,004;-0,013;;0,037;0,043;;;0,012;-0,012;-0,008;;-0,000;;;;;
2024-07-05;-0,025;0,005;-0,015;0,016;0,038;0,047;0,006;0,013;0,012;-0,012;-0,008;-0,005;0,001;-0,009;-0,009;-0,002;0,005;
2024-07-08;-0,024;0,004;-0,014;0,016;0,039;0,049;0,009;0,015;0,013;-0,012;-0,008;-0,003;0,004;-0,008;-0,008;-0,001;0,007;
2024-07-09;-0,030;-0,001;-0,019;0,017;0,042;0,056;0,010;0,016;0,017;-0,012;-0,008;-0,003;0,003;-0,008;-0,008;-0,001;0,006;
2024-07-10;-0,028;-0,000;-0,017;0,016;0,041;0,064;0,013;0,018;0,019;-0,012;-0,008;-0,002;0,004;-0,007;-0,007;0,001;0,008;
2024-07-11;-0,024;0,005;-0,015;0,017;0,042;0,067;0,008;0,014;0,028;-0,012;-0,007;-0,002;0,009;-0,007;-0,007;0,000;0,008;
2024-07-12;-0,017;0,017;-0,010;0,018;0,041;0,072;0,013;0,019;0,025;-0,012;-0,006;0,002;0,019;;;;;
2024-07-18;;;;;;;;;;;;;;;;;;
2024-07-19;;;;;;;;;;;;;;-0,006;-0,006;0,001;0,009;
2024-07-22;-0,010;0,016;-0,004;0,014;0,033;0,062;0,015;0,014;0,023;-0,011;-0,005;-0,001;0,017;-0,005;-0,005;0,004;0,013;
2024-07-23;-0,011;0,014;-0,005;0,018;0,036;0,057;0,016;0,016;0,028;-0,011;-0,004;0,000;0,016;-0,004;-0,004;0,004;0,014;
2024-07-24;-0,014;0,011;-0,008;0,011;0,034;0,055;0,007;0,006;0,030;-0,011;-0,005;-0,004;0,013;-0,006;-0,006;0,001;0,009;
2024-07-25;-0,015;0,006;-0,008;0,003;0,030;0,053;0,005;0,002;0,016;-0,011;-0,004;-0,006;0,008;;;;;
2024-07-26;;;;;;;;;;;;;;-0,005;-0,006;0,002;0,010;
2024-07-29;-0,014;0,014;-0,007;0,013;0,035;0,057;0,010;0,009;0,024;-0,011;-0,003;-0,002;0,012;-0,005;-0,005;0,003;0,011;
2024-07-30;-0,014;0,014;-0,007;0,011;0,030;0,055;0,006;0,005;0,020;-0,011;-0,003;-0,004;0,013;-0,005;-0,005;0,002;0,010;
2024-07-31;-0,014;0,014;-0,008;0,011;0,032;0,051;0,011;0,010;0,035;-0,011;-0,002;-0,001;0,014;-0,004;-0,004;0,004;0,012;
2024-08-01;-0,017;0,011;-0,010;0,011;0,032;0,051;0,004;0,002;0,023;-0,010;-0,000;-0,005;0,007;-0,005;-0,005;0,001;0,007;
2024-08-02;-0,027;-0,004;-0,021;-0,016;0,016;0,054;-0,010;-0,014;0,000;-0,010;0,002;-0,013;-0,004;;;;;
2024-08-05;;;;;;;;;;;;;;-0,011;-0,011;-0,012;-0,013;
2024-08-06;-0,043;-0,019;-0,036;-0,024;-0,002;0,037;-0,020;-0,022;-0,010;-0,010;0,002;-0,019;-0,014;-0,011;-0,011;-0,011;-0,011;
2024-08-07;-0,036;-0,008;-0,030;-0,017;0,004;0,049;-0,026;-0,028;-0,011;-0,010;0,000;-0,020;-0,005;-0,011;-0,012;-0,012;-0,011;
2024-08-08;-0,036;-0,010;-0,030;-0,018;0,006;0,047;-0,014;-0,018;-0,013;-0,010;0,000;-0,016;-0,006;-0,010;-0,010;-0,008;-0,006;
2024-08-09;-0,035;-0,008;-0,029;-0,016;0,011;0,054;-0,013;-0,016;-0,009;-0,010;0,001;-0,014;-0,001;-0,009;-0,009;-0,007;-0,004;
2024-08-12;-0,036;-0,009;-0,030;-0,013;0,013;0,051;-0,012;-0,015;;-0,010;0,001;-0,014;-0,002;-0,008;-0,009;-0,006;-0,003;
2024-08-13;-0,034;-0,007;-0,028;-0,008;0,014;0,053;-0,005;-0,009;0,003;-0,010;0,002;-0,011;-0,002;;;;;
2024-08-14;;;;;0,012;;;;;;;;;-0,006;-0,006;-0,003;0,000;
2024-08-15;-0,024;0,001;-0,018;0,001;;0,055;0,004;-0,001;0,003;-0,010;0,001;-0,006;0,004;-0,004;-0,004;0,000;0,005;
2024-08-16;-0,022;0,001;-0,016;0,002;0,023;0,055;0,006;0,001;0,020;-0,010;0,001;-0,005;0,003;-0,004;-0,004;0,001;0,007;
2024-08-19;-0,021;0,004;-0,015;0,001;0,018;0,060;0,003;-0,002;0,011;-0,010;0,001;-0,006;0,007;-0,004;-0,004;0,001;0,006;
2024-08-20;-0,023;0,003;-0,017;0,002;0,017;0,059;-0,001;-0,006;0,015;-0,010;0,002;-0,007;0,006;-0,005;-0,005;-0,001;0,004;
2024-08-21;-0,023;0,002;-0,017;0,001;0,013;0,053;0,001;-0,005;0,014;-0,010;0,003;-0,007;0,003;-0,004;-0,004;-0,000;0,004;
2024-08-22;-0,021;0,004;-0,015;0,002;0,013;0,057;-0,002;-0,007;0,015;-0,009;0,001;-0,008;0,006;;;;;
2024-08-27;;;;;;;;;;;;;;-0,004;-0,004;0,000;0,006;
2024-08-28;-0,015;0,007;-0,010;-0,004;0,012;0,065;-0,003;-0,007;0,020;-0,009;0,001;-0,007;0,011;-0,004;-0,004;-0,000;0,005;
2024-08-29;-0,013;0,008;-0,008;0,001;0,014;0,057;-0,000;-0,004;0,021;-0,009;0,002;-0,005;0,014;-0,003;-0,003;0,001;0,007;
2024-08-30;-0,010;0,010;-0,005;0,001;0,017;0,060;0,004;0,001;0,022;-0,009;0,002;-0,003;0,017;-0,002;-0,002;0,003;0,009;
2024-09-02;-0,012;0,007;-0,006;;0,016;0,061;;;0,018;-0,009;0,000;;0,015;;;;;
2024-09-03;-0,014;0,004;-0,009;-0,001;0,017;0,053;-0,002;-0,003;0,028;-0,009;0,001;-0,005;0,010;-0,004;-0,004;0,001;0,006;
2024-09-04;-0,019;-0,001;-0,013;-0,010;0,008;0,055;-0,006;-0,008;0,014;-0,009;0,002;-0,008;0,007;;;;;
2024-10-08;;;;;;;;;;;;;;;;;;
2024-10-09;;;;;;;;;;;;;;;;;;
2024-10-10;;;;;;;;;;;;;;0,002;0,002;0,009;0,016;
2024-10-11;-0,012;0,004;-0,006;0,011;0,041;0,079;0,018;0,019;0,017;-0,007;-0,001;0,005;0,009;0,002;0,002;0,009;0,018;
2024-10-14;-0,012;0,004;-0,007;0,016;0,045;0,077;0,022;0,023;;-0,007;-0,001;0,007;0,010;0,003;0,003;0,011;0,020;
2024-10-15;-0,011;0,000;-0,007;0,009;0,041;0,074;0,017;0,017;0,020;-0,007;-0,000;0,004;0,010;0,002;0,002;0,009;0,017;
2024-10-16;-0,011;-0,000;-0,007;0,013;0,042;0,074;0,022;0,022;0,017;-0,007;0,000;0,006;0,007;0,004;0,004;0,011;0,020;
2024-10-17;-0,009;0,002;-0,006;0,015;0,040;0,070;0,025;0,026;0,017;-0,007;0,001;0,008;0,007;0,004;0,004;0,012;0,021;
2024-10-18;-0,003;0,005;0,001;0,017;0,048;0,068;0,027;0,028;0,019;-0,007;0,001;0,009;0,009;0,005;0,005;0,014;0,023;
2024-10-21;-0,006;0,002;0,001;0,018;0,047;0,059;0,027;0,026;0,017;-0,007;-0,000;0,008;0,005;0,005;0,004;0,013;0,022;
2024-10-22;-0,005;0,003;0,001;0,018;0,043;0,054;0,025;0,024;0,010;-0,007;-0,000;0,006;0,001;0,003;0,003;0,011;0,020;
2024-10-23;-0,002;0,004;0,005;0,015;0,048;0,052;0,024;0,024;0,004;-0,007;-0,000;0,006;0,002;0,003;0,003;0,011;0,020;
2024-10-24;-0,004;0,002;0,005;0,013;0,044;0,052;0,024;0,022;0,007;-0,007;0,000;0,005;-0,001;0,003;0,003;0,010;0,019;
2024-10-25;-0,002;0,001;0,002;0,014;0,043;0,052;0,024;0,022;0,003;-0,007;0,000;0,005;0,002;;;;;
2024-10-28;;;;;;;;;;;;;;0,005;0,004;0,013;0,023;
2024-10-29;0,000;0,007;0,006;0,022;0,046;0,050;0,029;0,026;0,014;-0,006;0,001;0,008;0,005;0,004;0,004;0,013;0,023;
2024-10-30;-0,004;0,003;0,002;0,019;0,042;0,046;0,028;0,025;0,019;-0,006;-0,000;0,006;0,001;0,004;0,004;0,012;0,021;
2024-10-31;-0,010;-0,000;-0,006;0,012;0,041;0,041;0,021;0,018;0,021;-0,006;-0,001;0,002;-0,002;0,001;0,001;0,009;0,017;
2024-11-01;-0,008;0,002;-0,003;0,018;0,042;0,044;0,024;0,021;0,010;-0,006;0,000;0,004;-0,001;0,002;0,002;0,010;0,019;
2024-11-04;-0,005;0,005;-0,000;0,015;0,042;0,043;0,022;0,018;;-0,006;-0,000;0,004;0,004;;;;;
2024-11-05;;;;;;;;;;;;;;0,003;0,003;0,012;0,021;
2024-11-06;-0,007;-0,002;-0,001;0,033;0,052;0,030;0,039;0,036;0,025;-0,006;-0,001;0,010;-0,003;0,005;0,005;0,015;0,025;
2024-11-07;-0,001;0,003;0,005;0,033;0,050;0,040;0,037;0,032;0,024;-0,006;-0,001;0,009;0,004;;;;;
2024-11-08;;;;;;;;;;;;;;0,007;0,006;0,017;0,028;
2024-11-11;-0,002;0,003;0,003;0,045;0,054;0,048;0,045;0,040;0,029;-0,006;0,001;0,013;0,007;;;;;
2024-11-12;;;;;;;;;;;;;;0,006;0,006;0,016;0,026;
2024-11-13;-0,013;-0,009;-0,012;0,049;0,046;0,035;0,046;0,041;0,024;-0,006;0,001;0,010;-0,005;0,006;0,006;0,016;0,026;
2024-11-14;-0,009;-0,004;-0,006;0,045;0,043;0,037;0,043;0,039;0,019;-0,006;0,001;0,010;-0,002;;;;;
2024-11-15;;;;;;;;;;;;;;0,005;0,004;0,013;0,023;
2024-11-18;-0,014;-0,011;-0,009;0,036;0,046;0,024;0,039;0,036;0,020;-0,006;0,000;0,007;-0,017;0,004;0,004;0,013;0,022;
2024-11-19;-0,017;-0,013;-0,015;0,036;0,050;0,025;0,041;0,038;0,025;-0,006;0,001;0,008;-0,018;0,005;0,005;0,014;0,022;
2024-11-20;-0,020;-0,017;-0,015;0,040;;0,020;0,044;0,040;0,022;-0,006;0,000;0,008;-0,023;0,005;0,005;0,014;0,024;
2024-11-21;-0,020;-0,017;-0,017;0,042;0,052;0,018;0,046;0,042;0,022;-0,006;0,001;0,009;-0,022;0,006;0,005;0,015;0,024;
2024-11-22;-0,017;-0,013;-0,013;0,041;0,053;0,029;0,048;0,047;0,023;-0,005;0,002;0,012;-0,015;0,006;0,006;0,016;0,026;
2024-11-25;-0,013;-0,010;-0,011;0,043;0,052;0,031;0,047;0,047;0,027;-0,005;0,002;0,013;-0,011;0,007;0,007;0,017;0,027;
2024-11-26;-0,019;-0,016;-0,014;0,048;0,050;0,027;0,050;0,050;0,026;-0,005;0,003;0,013;-0,014;0,008;0,007;0,017;0,027;
2024-11-27;-0,018;-0,016;-0,016;0,039;0,047;0,039;0,045;0,044;0,025;-0,005;0,003;0,011;-0,011;0,007;0,007;0,016;0,025;
2024-11-28;;;;;;;;;;;;;;;;;;
2024-11-29;-0,017;-0,011;-0,016;0,043;0,042;0,041;0,048;0,047;0,031;-0,005;0,004;0,013;-0,007;0,008;0,008;0,018;0,028;
2024-12-02;-0,011;-0,007;-0,010;0,051;0,049;0,040;0,054;0,052;0,041;-0,005;0,004;0,016;-0,001;0,010;0,010;0,021;0,032;
2024-12-03;-0,010;-0,004;-0,009;0,051;0,054;0,038;0,054;0,053;0,049;-0,005;0,004;0,018;0,001;0,011;0,011;0,022;0,033;
2024-12-04;-0,008;0,000;-0,005;0,057;0,054;0,040;0,055;0,052;0,042;-0,005;0,002;0,018;0,007;0,011;0,011;0,022;0,034;
2024-12-05;-0,005;0,000;-0,003;0,054;0,049;0,032;0,052;0,050;0,040;-0,005;0,001;0,017;0,003;0,011;0,011;0,022;0,033;
2024-12-06;-0,004;0,002;-0,002;0,059;0,053;0,038;0,055;0,053;0,040;-0,005;0,001;0,019;0,006;;;;;
2024-12-09;;;;;;;;;;;;;;0,011;0,011;0,022;0,034;
2024-12-10;-0,001;0,000;0,004;0,058;0,058;0,032;0,053;0,048;0,039;-0,005;0,002;0,017;0,005;0,011;0,011;0,022;0,034;
2024-12-11;-0,002;0,001;0,002;0,063;0,058;0,032;0,057;0,051;0,039;-0,005;0,002;0,018;0,006;;;;;
2024-12-12;;;;;;;;;;;;;;0,011;0,011;0,022;0,034;
2024-12-13;-0,007;-0,005;-0,003;0,056;0,058;0,026;0,054;0,050;0,035;-0,005;0,001;0,016;0,002;0,010;0,010;0,021;0,032;
2024-12-16;-0,010;-0,008;-0,008;0,054;0,055;0,022;0,052;0,047;0,029;-0,005;0,001;0,015;-0,001;0,009;0,009;0,020;0,030;
2024-12-17;-0,013;-0,010;-0,009;0,056;0,054;0,022;0,052;0,046;0,031;-0,005;0,001;0,014;-0,003;0,009;0,009;0,019;0,030;
2024-12-18;-0,013;-0,009;-0,009;0,044;0,055;0,025;0,042;0,036;0,029;-0,005;0,001;0,010;-0,000;0,007;0,007;0,017;0,026;
2024-12-19;-0,019;-0,018;-0,014;0,045;0,052;0,013;0,042;0,035;0,020;-0,005;-0,001;0,007;-0,009;0,006;0,005;0,014;0,023;
2024-12-20;-0,020;-0,018;-0,017;0,048;0,048;0,020;0,046;0,039;0,022;-0,005;-0,001;0,008;-0,007;;;;;
2025-02-06;;;;;;;;;;;;;;;;;;
2025-02-18;;;;;;;;;;;;;;0,014;0,014;0,026;0,040;
2025-02-19;0,026;0,018;0,028;0,053;0,050;0,016;0,054;0,051;0,042;-0,002;-0,003;0,022;0,018;0,013;0,013;0,025;0,038;
2025-02-20;0,030;0,019;0,033;0,048;0,042;0,015;0,049;0,046;0,038;-0,002;-0,003;0,020;0,018;0,012;0,012;0,024;0,036;
2025-02-21;0,028;0,018;0,030;0,038;0,046;0,012;0,042;0,041;0,037;-0,002;-0,003;0,018;0,014;0,011;0,011;0,022;0,034;
2025-02-24;0,028;0,015;0,030;0,037;0,043;0,018;0,040;0,039;;-0,002;-0,003;0,017;0,013;;;;;
2025-02-25;;;;;;;;;;;;;;0,011;0,011;0,020;0,031;
2025-02-26;0,032;0,020;0,035;0,033;0,041;0,020;0,038;0,038;0,032;-0,002;-0,003;0,018;0,014;0,012;0,012;0,022;0,034;
2025-02-27;0,029;0,015;0,031;0,029;0,041;0,019;0,036;0,036;0,039;-0,002;-0,002;0,017;0,009;0,011;0,011;0,021;0,032;
2025-02-28;0,027;0,013;0,031;0,031;0,028;0,021;0,041;0,039;0,026;-0,002;-0,002;0,017;0,006;0,012;0,012;0,022;0,033;
2025-03-03;0,029;0,013;0,034;0,019;0,022;0,015;0,029;0,028;0,028;-0,002;-0,003;0,013;0,007;0,010;0,010;0,018;0,028;
2025-03-04;0,014;-0,000;0,019;0,017;0,019;0,010;0,023;0,020;0,029;-0,002;-0,003;0,007;-0,004;0,008;0,007;0,014;0,022;
