
# ;[];[];[];[];[];[];[];[];[];[];[];[];[seb aktiespar][seb aktiesparfond];[];[];[seb choice emerging markets][seb emerg market][seb emerging mark][seb emerging markets][seb emerging markets fund][seb emerging marketsfond];[];
# ;pictet indian equities r;pictet japanese equity opportunities r;pictet premium brands r;pictet security r;pictet timber r;pictet water r;pictet-emerging corporate bonds r ;prior & nilsson realinvest a;prior & nilsson sverige aktiv a;s-banken emerging markets esg aktie a;s-banken fenno aktie a;s-banken usa aktie a;seb aktiespar;seb asienfond ex japan;seb asset selection fund c;seb choice emerging markets;seb dynamic bond fund c;
2023-06-26;-0,073;-0,024;0,031;-0,029;0,060;-0,006;;-0,058;-0,060;0,021;-0,003;-0,059;-0,079;-0,039;0,109;;-0,065;
2023-06-27;-0,072;;;;;;-0,008;;;;;;;;;-0,035;;
2023-06-28;;-0,019;0,036;-0,022;0,067;0,001;-0,006;-0,051;-0,056;0,025;0,004;-0,052;-0,075;-0,032;0,111;-0,033;-0,065;
2023-06-29;;-0,014;0,043;-0,017;0,071;0,004;-0,003;-0,051;-0,055;0,026;0,007;-0,047;-0,070;-0,029;0,113;-0,032;-0,065;
2023-06-30;-0,057;-0,013;0,046;-0,008;0,077;0,008;-0,001;-0,049;-0,050;0,027;0,008;-0,043;-0,068;-0,031;0,115;-0,030;-0,065;
2023-07-03;-0,060;-0,010;0,045;-0,011;0,078;0,007;-0,002;-0,044;-0,052;0,034;0,010;-0,043;-0,069;-0,024;0,115;-0,022;-0,065;
2023-07-04;-0,061;-0,012;;;;;;-0,031;-0,053;0,036;0,011;-0,042;;-0,023;0,115;;-0,065;
2023-07-05;;;;;;;-0,002;;;;;;;;;-0,023;;
2023-07-06;-0,059;-0,015;0,039;-0,015;0,070;0,004;-0,000;-0,041;-0,061;0,028;0,004;-0,041;-0,072;-0,027;0,115;-0,026;-0,066;
2023-07-07;-0,062;-0,015;0,040;-0,011;0,072;0,004;-0,001;-0,037;-0,059;0,026;0,006;-0,045;-0,072;-0,033;0,113;-0,032;-0,065;
2023-07-10;-0,065;-0,018;0,039;-0,013;0,075;0,004;-0,005;-0,044;-0,060;0,024;0,004;-0,048;-0,076;-0,035;0,110;-0,033;-0,066;
2023-07-11;-0,065;-0,018;0,043;-0,014;0,073;0,004;-0,009;-0,039;-0,060;0,025;0,004;-0,046;-0,078;-0,035;0,112;-0,033;-0,066;
2023-07-12;-0,067;-0,018;0,043;-0,012;0,078;0,002;-0,010;-0,031;-0,056;0,022;0,007;-0,049;-0,079;-0,039;0,107;-0,039;-0,066;
2023-07-13;-0,075;-0,019;0,038;-0,021;0,070;-0,007;-0,019;-0,034;-0,059;0,019;0,001;-0,055;-0,081;-0,042;0,107;-0,041;-0,064;
2023-07-14;-0,078;-0,029;0,033;-0,025;0,063;-0,013;-0,025;-0,039;-0,058;0,015;-0,008;-0,061;-0,079;-0,037;0,108;-0,036;-0,065;
2023-07-17;-0,076;-0,031;0,029;-0,025;0,061;-0,013;-0,025;-0,041;-0,058;0,016;-0,011;-0,059;-0,082;-0,039;0,108;-0,036;-0,065;
2023-07-18;-0,079;-0,027;0,028;-0,025;0,065;-0,014;-0,026;-0,037;-0,054;0,013;-0,006;-0,056;-0,082;-0,044;0,106;-0,041;-0,064;
2023-07-19;-0,075;-0,023;0,031;-0,020;0,067;-0,010;-0,023;-0,026;-0,057;0,014;-0,003;-0,052;-0,078;-0,047;0,108;-0,040;-0,063;
2023-07-20;-0,072;-0,028;0,030;-0,024;0,066;-0,008;-0,022;-0,028;-0,054;0,015;-0,004;-0,054;-0,079;-0,043;0,109;-0,037;-0,063;
2023-07-21;-0,072;-0,025;0,033;-0,020;0,063;-0,001;-0,017;-0,032;-0,053;0,019;-0,002;-0,051;-0,079;-0,040;0,108;-0,034;-0,063;
2023-07-24;-0,068;-0,027;0,030;-0,016;0,066;0,003;-0,015;-0,028;-0,051;0,019;-0,001;-0,048;-0,079;-0,042;0,108;-0,033;-0,062;
2023-07-25;-0,070;-0,027;0,032;-0,017;0,069;0,003;-0,018;-0,024;-0,048;0,026;0,001;-0,049;-0,075;-0,033;0,109;-0,027;-0,062;
2023-07-26;-0,069;-0,028;0,027;-0,020;0,071;-0,000;-0,018;-0,020;-0,050;0,025;-0,003;-0,050;-0,077;-0,034;0,110;-0,024;-0,062;
2023-07-27;-0,070;-0,021;0,037;-0,015;0,074;0,006;-0,019;-0,018;-0,047;0,031;-0,007;-0,049;-0,070;-0,031;0,111;-0,021;-0,062;
2023-07-28;-0,062;-0,010;0,040;-0,009;0,080;0,007;-0,008;-0,020;-0,046;0,037;-0,003;-0,042;-0,070;-0,026;0,110;-0,017;-0,062;
2023-07-31;-0,065;-0,015;0,043;-0,010;0,080;0,005;-0,009;-0,021;-0,045;0,041;-0,002;-0,041;-0,070;-0,026;0,111;-0,016;-0,062;
2023-08-01;-0,064;-0,017;0,042;-0,011;0,078;0,007;-0,009;-0,025;-0,045;0,041;-0,003;-0,041;-0,067;-0,023;0,112;-0,016;-0,062;
2023-08-02;-0,066;-0,022;0,040;-0,015;0,074;0,009;;-0,030;-0,048;0,036;-0,006;-0,045;-0,069;-0,030;0,108;;-0,062;
2023-08-03;;;;;;;-0,005;;;;;;;;;-0,022;;
2023-08-04;-0,058;-0,024;0,037;-0,027;0,076;0,002;-0,005;-0,025;-0,052;0,034;-0,006;-0,048;-0,075;-0,034;0,106;-0,027;-0,063;
2023-08-07;-0,060;-0,026;0,033;-0,032;0,073;0,001;-0,009;-0,030;-0,051;0,030;-0,008;-0,046;-0,073;-0,033;0,106;-0,025;-0,063;
2023-08-08;-0,061;-0,028;0,033;-0,033;0,070;0,002;-0,007;-0,033;-0,049;0,029;-0,010;-0,045;-0,070;-0,033;0,103;-0,023;-0,062;
2023-08-09;-0,057;-0,025;0,037;-0,029;0,073;0,004;-0,006;-0,028;-0,047;0,030;-0,004;-0,049;-0,070;-0,033;0,106;-0,024;-0,062;
2023-08-10;-0,059;-0,022;0,045;-0,024;0,076;0,004;-0,006;-0,019;-0,046;0,032;-0,001;-0,049;-0,070;-0,038;0,108;-0,028;-0,063;
2023-08-11;-0,063;;0,040;-0,029;0,072;0,004;-0,004;-0,023;-0,047;0,031;-0,003;-0,047;-0,070;-0,034;0,110;-0,025;-0,063;
2023-08-14;-0,058;-0,024;0,044;-0,024;0,074;0,009;0,000;-0,025;-0,047;0,030;-0,001;-0,037;-0,068;-0,037;0,109;-0,028;-0,063;
2023-08-15;;;;;;;;-0,029;-0,052;0,025;-0,005;-0,045;-0,068;;;-0,031;;
2023-08-16;-0,057;-0,030;0,041;-0,028;0,073;0,004;-0,003;-0,030;-0,050;0,024;-0,007;-0,048;-0,070;-0,042;0,110;-0,030;-0,063;
2023-08-17;-0,055;-0,030;0,039;-0,029;0,074;0,004;-0,000;-0,034;-0,056;0,025;-0,006;-0,049;-0,072;-0,040;0,110;-0,030;-0,063;
2023-08-18;-0,056;-0,030;0,032;-0,031;0,066;0,000;0,001;-0,041;-0,058;0,023;-0,007;-0,048;-0,076;-0,042;0,106;-0,031;-0,063;
2023-08-21;-0,052;-0,027;0,039;-0,026;0,068;0,001;-0,000;-0,048;-0,059;0,019;-0,007;-0,045;-0,072;-0,045;0,110;-0,033;-0,063;
2023-08-22;-0,054;-0,028;0,035;-0,029;0,065;0,001;-0,003;-0,042;-0,057;0,024;-0,005;-0,046;-0,071;-0,042;0,111;-0,030;-0,063;
2023-08-23;-0,047;-0,023;0,035;-0,024;0,072;0,003;0,002;-0,038;-0,056;0,025;-0,004;-0,041;-0,068;-0,042;0,106;-0,028;-0,062;
2023-08-24;-0,047;-0,022;0,037;-0,018;0,073;0,006;0,000;-0,039;-0,057;0,030;-0,007;-0,048;-0,064;-0,035;0,108;-0,023;-0,062;
2023-08-25;-0,047;-0,020;0,035;-0,021;0,073;0,004;0,003;-0,039;-0,057;0,028;-0,005;-0,042;-0,068;-0,039;0,106;;-0,062;
2023-08-28;;;;;;;;;;;;;;;;-0,024;;
2023-08-29;-0,047;-0,017;0,039;-0,017;0,073;0,006;0,002;-0,032;-0,049;0,033;0,008;-0,035;-0,064;-0,031;0,109;-0,021;-0,062;
2023-08-30;-0,047;-0,020;0,041;-0,013;0,079;0,008;-0,001;-0,031;-0,050;0,026;0,009;-0,040;-0,064;-0,038;0,108;-0,027;-0,062;
2023-08-31;-0,052;-0,014;0,042;-0,010;0,078;0,012;-0,001;-0,023;-0,051;0,024;0,009;-0,036;-0,060;-0,037;0,108;-0,025;-0,061;
2023-09-01;-0,046;-0,009;0,041;-0,007;0,081;0,013;0,002;-0,024;-0,049;0,029;0,010;-0,032;-0,058;;0,109;-0,019;-0,060;
2023-09-04;-0,041;-0,003;;;;;;-0,023;-0,048;0,037;0,011;-0,030;;-0,024;0,111;;-0,061;
2023-09-05;;;;;;;0,007;;;;;;;;;-0,016;;
2023-09-06;-0,038;0,001;0,038;-0,005;0,076;0,009;0,007;-0,025;-0,046;0,032;0,010;-0,032;-0,055;-0,027;0,112;-0,018;-0,060;
2023-09-07;-0,036;-0,002;0,033;-0,010;0,074;0,005;0,008;-0,028;-0,048;0,029;0,007;-0,033;-0,058;-0,030;0,111;-0,022;-0,060;
2023-09-08;-0,033;-0,007;0,034;-0,009;0,071;0,003;0,008;-0,032;-0,050;0,028;0,005;-0,033;-0,058;;0,109;-0,024;-0,060;
2023-09-11;-0,032;-0,006;0,035;-0,011;0,074;0,002;0,006;-0,027;-0,048;0,028;0,007;-0,032;-0,059;-0,032;0,109;-0,023;-0,060;
2023-09-12;-0,033;-0,003;0,036;-0,009;0,074;0,003;0,007;-0,033;-0,051;0,029;0,002;-0,033;-0,059;-0,031;0,110;-0,021;-0,060;
2023-09-13;-0,033;-0,004;0,034;-0,010;0,072;0,003;0,007;-0,033;-0,053;0,030;0,002;-0,031;-0,060;-0,031;0,109;-0,021;-0,060;
2023-09-14;-0,032;0,001;0,036;-0,009;0,077;0,008;0,006;-0,021;-0,049;0,035;0,010;-0,025;-0,056;-0,025;0,109;-0,016;-0,059;
2023-09-15;-0,029;0,002;0,040;-0,007;0,083;0,008;0,008;-0,023;-0,048;0,034;0,009;-0,032;-0,056;-0,025;0,113;-0,015;-0,060;
2023-09-18;-0,030;;0,037;-0,010;0,081;0,006;0,011;-0,029;-0,050;0,032;0,007;-0,031;-0,058;-0,025;0,112;-0,017;-0,060;
2023-09-19;;0,001;0,031;-0,015;0,079;0,004;0,008;-0,031;-0,052;0,028;0,004;-0,034;-0,064;-0,030;0,110;-0,019;-0,060;
2023-09-20;-0,035;-0,002;0,035;-0,010;0,080;0,005;0,009;-0,026;-0,047;0,025;0,007;-0,039;-0,062;-0,035;0,109;-0,022;-0,060;
2023-09-21;-0,040;-0,013;0,025;-0,017;0,071;-0,003;0,007;-0,031;-0,051;0,018;0,001;-0,046;-0,067;-0,035;0,108;-0,023;-0,060;
2023-09-22;-0,039;-0,009;0,024;-0,017;0,071;-0,005;0,009;-0,037;-0,053;0,024;0,002;-0,045;-0,072;-0,034;0,106;-0,023;-0,060;
2023-09-25;-0,045;-0,012;0,016;-0,022;0,066;-0,007;;-0,039;-0,055;0,020;-0,007;-0,044;-0,076;-0,038;0,106;;-0,059;
2023-09-26;;;;;;;0,004;;;;;;;;;-0,034;;
2023-09-27;-0,046;-0,018;0,006;-0,030;0,061;-0,013;0,001;-0,056;-0,060;0,011;-0,020;-0,055;-0,080;-0,041;0,105;-0,034;-0,058;
2023-09-28;-0,048;-0,022;0,003;-0,030;0,060;-0,015;0,001;-0,052;-0,057;0,006;-0,019;-0,056;-0,081;-0,045;0,107;-0,037;-0,059;
2023-09-29;-0,051;-0,029;0,009;-0,030;0,059;-0,016;-0,007;-0,045;-0,055;0,008;-0,018;-0,062;-0,077;;0,106;;-0,058;
2023-10-02;;-0,033;0,006;-0,032;0,056;-0,019;-0,004;-0,049;-0,057;0,012;-0,021;-0,055;-0,079;;0,109;;-0,058;
2023-10-03;-0,045;-0,035;0,007;-0,030;0,055;-0,020;;-0,059;-0,061;0,006;-0,026;-0,059;-0,076;-0,041;;;-0,058;
2023-10-06;;;;;;;-0,005;;;;;;;;;;;
2023-10-09;;;;;;;;;;;;;;;0,104;-0,036;;
2023-10-10;-0,046;-0,027;0,010;-0,024;0,057;-0,016;;-0,042;-0,051;0,006;-0,015;-0,052;-0,071;-0,043;0,105;-0,036;-0,057;
2023-10-11;-0,048;-0,031;0,008;-0,024;0,058;-0,016;;-0,039;-0,048;0,010;-0,016;-0,052;-0,068;-0,039;;;-0,056;
2023-10-12;;;;;;;-0,009;;;;;;;;0,110;-0,026;;
2023-10-13;-0,045;-0,031;0,005;-0,025;0,052;-0,016;-0,007;-0,044;-0,049;0,013;-0,019;-0,052;-0,065;-0,035;0,106;-0,028;-0,057;
2023-10-16;-0,045;-0,034;0,007;-0,024;0,055;-0,017;-0,006;-0,044;-0,050;0,008;-0,018;-0,048;-0,069;-0,040;0,107;-0,034;-0,057;
2023-10-17;-0,045;-0,036;0,003;-0,027;0,052;-0,017;-0,010;-0,051;-0,051;0,007;-0,024;-0,052;-0,072;-0,039;0,110;-0,034;-0,057;
2023-10-18;-0,045;-0,037;0,007;-0,029;0,049;-0,020;-0,011;-0,061;-0,055;0,005;-0,029;-0,055;-0,072;-0,041;0,111;-0,034;-0,058;
2023-10-19;-0,043;-0,035;0,007;-0,030;0,048;-0,023;-0,007;-0,066;-0,061;0,001;-0,032;-0,055;-0,075;-0,046;0,110;-0,040;-0,058;
2023-10-20;-0,046;-0,041;0,001;-0,040;0,040;-0,029;-0,009;-0,067;-0,068;-0,003;-0,038;-0,061;-0,081;-0,048;0,106;-0,043;-0,058;
2023-10-23;-0,051;-0,046;-0,001;-0,044;0,035;-0,031;-0,008;-0,070;-0,069;-0,005;-0,042;-0,062;-0,084;;0,103;-0,044;-0,058;
2023-10-24;;-0,044;0,008;-0,045;0,033;-0,030;-0,009;-0,065;-0,068;-0,002;-0,036;-0,056;-0,080;-0,046;0,104;-0,039;-0,058;
2023-10-25;-0,051;-0,038;0,011;-0,045;0,038;-0,032;;-0,074;-0,067;0,002;-0,034;-0,059;-0,083;-0,044;;;-0,058;
2023-10-26;;;;;;;-0,001;;;;;;;;0,102;-0,041;;
2023-10-27;-0,048;-0,039;0,002;-0,049;0,042;-0,031;;-0,068;-0,065;0,003;-0,030;-0,066;-0,090;-0,043;;;-0,058;
2023-10-30;;;;;;;-0,001;;;;;;;;0,103;-0,040;;
2023-10-31;-0,050;-0,034;0,007;-0,050;0,044;-0,027;-0,003;-0,057;-0,061;0,001;-0,022;-0,055;-0,085;-0,048;0,107;-0,042;-0,056;
2023-11-01;;;;;;;;-0,059;-0,062;0,002;-0,023;-0,050;-0,080;;;-0,038;;
2023-11-02;-0,045;-0,023;0,016;-0,040;0,061;-0,018;;-0,041;-0,053;0,006;-0,012;-0,046;-0,072;-0,043;;;-0,055;
2023-11-03;;;;;;;0,002;;;;;;;;0,096;-0,034;;
2023-11-06;-0,049;-0,024;0,012;-0,045;0,063;-0,020;-0,007;-0,039;-0,053;0,016;-0,013;-0,051;-0,075;-0,036;0,100;-0,029;-0,055;
2023-11-07;-0,045;-0,027;0,015;-0,041;0,064;-0,019;-0,004;-0,038;-0,054;0,015;-0,015;-0,046;-0,071;-0,037;0,101;-0,029;-0,054;
2023-11-08;-0,044;-0,028;;-0,038;;-0,018;-0,003;-0,043;-0,054;0,014;-0,012;-0,047;-0,069;-0,040;0,100;-0,031;-0,055;
2023-11-09;-0,048;-0,029;0,018;-0,041;0,060;-0,019;-0,006;-0,036;-0,050;0,010;-0,009;-0,053;-0,068;-0,043;0,102;-0,033;-0,055;
2023-11-10;-0,046;-0,030;0,011;-0,041;0,057;-0,020;-0,005;-0,039;-0,053;0,007;-0,013;-0,045;-0,070;-0,044;0,108;-0,033;-0,055;
2023-11-13;-0,046;-0,032;0,011;-0,039;0,056;-0,018;-0,006;-0,040;-0,052;0,007;-0,012;-0,047;-0,070;-0,044;0,107;-0,034;-0,055;
2023-11-14;;-0,029;0,018;-0,028;0,069;-0,013;-0,005;-0,012;-0,044;0,004;-0,003;-0,045;-0,066;-0,051;0,099;-0,039;-0,054;
2023-11-15;-0,053;-0,033;0,017;-0,034;0,063;-0,010;;-0,017;-0,041;0,010;-0,006;-0,050;-0,068;-0,043;;;-0,053;
2023-11-16;;;;;;;-0,015;;;;;;;;0,102;-0,035;;
2023-11-17;-0,049;-0,028;0,014;-0,033;0,064;-0,013;-0,013;-0,014;-0,040;0,003;-0,008;-0,050;-0,067;-0,046;0,099;-0,036;-0,053;
2023-11-20;-0,055;-0,031;0,013;-0,037;0,058;-0,018;-0,018;-0,012;-0,039;;;;-0,067;-0,045;0,098;-0,036;-0,053;
2023-11-21;-0,055;-0,032;0,010;-0,037;0,055;-0,020;-0,020;-0,019;-0,042;0,003;-0,015;-0,053;-0,068;-0,047;0,097;-0,038;-0,053;
2023-11-22;-0,051;-0,028;0,017;-0,031;0,059;-0,013;-0,016;-0,014;-0,039;0,006;-0,014;-0,047;-0,062;-0,045;0,099;-0,035;-0,053;
2023-11-23;-0,054;;;;;;;-0,008;-0,037;0,008;-0,011;-0,048;;-0,044;0,100;-0,034;-0,053;
2023-11-24;-0,054;-0,028;0,014;-0,032;0,058;-0,013;-0,017;-0,009;-0,036;0,002;-0,011;-0,050;-0,063;-0,049;0,101;-0,039;-0,053;
